SZ_861	SZ_867	SZ_862	SZ_865	SZ_866	SZ_868	SZ_869	SZ_871	SZ_873	SZ_872	SZ_863	SZ_864	SZ_870
ABAT	7.31215843324857	7.32219811349691	6.96287012851905	7.78490823774845	7.5091695076574	6.83476396015979	7.30934518378833	6.82497720976445	7.1001336573969	7.5028068119935	6.62752454635659	7.18376495340974	7.22358581242965
ABCA1	5.97858669947081	6.80103555511808	6.68090876418649	6.88199606937863	6.56423785208587	6.15243535226251	6.6511748184231	6.19873718263162	6.68142525178958	6.09412902946037	6.32223824862709	5.87762997015774	6.41145153724984
ABCA10	5.42731800495632	5.25093685324869	5.35670065211121	5.16797398355518	5.35579252568136	5.3552575049391	5.28049872241886	5.48504519853271	5.31169848892619	5.35818682377852	5.48233497935885	5.49128305446246	5.36931924028945
ABCA12	1.06798484893417	0.806483341329234	0.603831064796893	0.668232221210875	1.72152782342555	0.219111818558005	0.810262645571577	0.807203758766036	0.718071777133218	1.14306255940045	0.627455872138725	1.26924219880858	0.886317502379991
ABCA13	4.03215500991663	4.18409126427927	3.50927527651222	3.09409016437523	4.20356830773018	5.09147902481731	4.13280464481003	3.71316695461919	4.15439315845679	4.37646172177667	3.85634912011183	4.15342757950758	3.70094586236872
ABCA2	8.34683380286471	8.51129103581934	8.6716065153749	7.94898650094815	8.96265728672956	8.2813219436015	8.50312583168533	8.59951386262591	8.56928641908465	8.32174927765671	8.62714959389363	8.5716823867588	8.45728027519151
ABCA3	6.93361489484629	7.01009622496475	6.85216077060103	6.81076210102741	7.20187628358379	6.96776817425277	7.02086013363093	6.73712542682863	6.93319461341231	7.06665062131481	6.66155244243438	6.96556246883077	6.86929005515157
ABCA4	1.53453748582223	1.02357026395249	0.363364376693295	1.19341545793374	1.42656143823357	1.04458262897788	0.982324150528469	0.965387989243254	0.908828513395394	1.69434114307219	0.882919934989153	1.54268819249052	1.08139306569374
ABCA5	6.79801177509332	6.49460810917915	6.67451432100371	6.31601045182909	6.60197781344055	6.80806567046662	6.56504794506386	6.84750161781427	6.594424693003	6.70278295329729	6.82882055807971	6.88833019520906	6.67170459975984
ABCA6	4.30681424312623	5.19521544031559	4.09636039398549	4.75265140600169	4.47346015745048	5.45156547367394	4.78868801219898	4.5063913714979	5.13900986271612	4.60696918272174	5.12501270384348	4.1931383158805	4.45532790478864
ABCA7	3.16842545329895	3.09988161014009	3.37845820442451	3.08397942373664	3.47270738322307	2.8699753769543	3.25658173088627	2.91523236179222	3.01100805359991	3.22256370634762	2.60167088456497	3.20514397589254	3.1447655925209
ABCA8	6.2320376803949	6.30505836785977	6.89085202775251	6.03779892235615	6.00547957491137	6.65701690181181	6.35627428823711	6.78475326588338	6.51996484750135	5.99130407847834	6.92408578029156	6.30391794937224	6.44535802286877
ABCA9	4.62295891100594	4.65095392745297	4.12314673865059	4.6090416818552	4.60992834663034	4.53618934481393	4.37548317743374	4.98553409454084	4.75500140495067	4.54817729739842	5.41945868697598	4.69818258348202	4.62946666371819
ABCB1	5.54287830952654	5.25840522481475	5.71357442135401	5.54802304928058	4.98526719739789	5.47395820304498	5.3141958059299	5.86666164794304	5.4263041947333	5.26773148970991	5.9235549418417	5.51862062916801	5.60278309695163
ABCB10	4.55177543347989	4.43070565695049	4.51554435940787	4.39869429559266	4.43146431363418	4.5873745099277	4.47671122099084	4.52107056603523	4.45506336309469	4.52866456350134	4.48314461167604	4.56182257424407	4.49381888319846
ABCB11	0.648293272520282	0.915190827140487	0.3718406107332	1.47848009417051	0.735249482695105	0.46464726423769	0.803410529196468	0.263913059894745	0.682793769455531	0.871027076576232	0.227361222799006	0.420552603207686	0.667365175817002
ABCB4	1.47478607708689	0.973382129775209	1.33995254223714	1.58289662909201	0.776584741682891	1.12370936313174	1.08366320621902	1.47297094211953	1.0522183557593	1.25568512763598	1.36649031467355	1.37180291272186	1.39146531226697
ABCB6	0.0173867695030836	0.0557428998038946	0.0291926792602551	0.0384363266630626	0.0330064737580485	0.0492810767348056	0.0382490400366504	0.0469389747973003	0.0590303908361016	0.0195055145039257	0.0757779081563787	0.0178112344023291	0.0341731850021832
ABCB7	4.59853976139077	4.53043493495358	5.01083741941352	4.45081973722275	4.38354702547071	4.78826679170604	4.63883632366109	4.80697986115524	4.6391497818838	4.45403582982965	4.76724971696291	4.61988637520107	4.67948680492107
ABCB8	4.68801466489137	4.9157876526334	4.31393632852789	4.58028470794952	5.2161049600556	4.6790326795082	4.75982645800038	4.5606518156596	4.82152622466756	4.89211883026113	4.6828159000021	4.77258428880143	4.62122741039227
ABCB9	4.77499289688111	5.09146222115171	4.59555920418062	4.55642243168215	5.20544851113391	5.15125106220935	4.9675827157692	4.71049730950915	5.03473475833875	4.98341345616402	4.85951018403923	4.85442377534426	4.73444068935785
ABCC1	5.10132605384447	5.24058580873462	5.0011150503612	4.99103931987046	5.32758710435732	5.29402722864767	5.22456715312378	4.91967297547547	5.16680494499174	5.2576686681176	4.89975642402359	5.11686699251735	5.03897624726434
ABCC10	3.96826165053705	4.01185789864337	3.8235008323681	3.89174270593064	4.20569035095839	3.86867915361849	3.96590917666994	3.91552701178766	3.97757442356915	4.03188418792754	3.93405148950981	4.01932739371017	3.93604987209323
ABCC11	1.10913595799796	1.37226789049296	0.840873561181496	1.43914048279389	1.41571887057848	1.10943359697299	1.27899305677339	0.772429004358302	1.18766270517218	1.35853989740596	0.755397196860001	1.02368426236745	1.06840772331844
ABCC12	1.09972614959149	1.36912882919685	0.623245655512775	2.43086293430823	1.68015050461099	-0.0864039025371159	1.15526082011206	0.651931512086171	1.01611760068493	1.32120050413388	0.549515163170988	0.885869288118924	1.20054870171617
ABCC2	1.27760621185742	1.08283907500213	1.36411969076109	1.08743246337868	1.12659039887416	1.20387682797535	1.16448127835477	1.3401330280088	1.14835917450405	1.17428177031751	1.27429997929878	1.31335453929863	1.25406924034378
ABCC3	0.580631242617974	0.981415658995494	0.489189925324104	1.42052891403832	0.618318982801916	0.6068148220699	0.793904086723297	0.533342982707536	0.850028440192451	0.708164724372992	0.695486510373168	0.386201885867727	0.7261772298091
ABCC4	5.07688676840266	5.88723991431311	5.89041797802374	5.90719632536854	5.09706587614629	5.81703233234697	5.70464938423035	5.62736997992419	5.929927516348	5.05153676935288	5.98711059473099	4.92934230440833	5.55669890873247
ABCC5	6.61581206671973	6.51282926076483	6.69194619457538	6.37703824278652	6.61908810976382	6.66416417606979	6.61496530599072	6.50806952121613	6.51213144712039	6.62710372947915	6.37445512790584	6.64801913079692	6.55232518955787
ABCC6	0.658847898043215	0.981714819526544	0.821135129943422	1.15474643676485	0.749739163717221	0.800033098886681	0.923029864676469	0.604017300159453	0.88785880759628	0.759526618426525	0.630095209330935	0.538908008598493	0.785079762148375
ABCC8	5.40843671274729	5.72907569112648	5.56311072175803	4.98330785698316	5.88898444889296	5.88956129777397	5.67770233483406	5.50419477331612	5.74307689742083	5.5379093947871	5.61695448229374	5.55938781247227	5.43637848967183
ABCC9	4.32082934071494	4.81220764628466	4.61332984891013	4.95102659808668	4.59747382601047	4.35472900798805	4.62914992359944	4.61502479353865	4.78548534860727	4.33060445374859	4.84154168936737	4.26328545091309	4.61125011067817
ABCD1	2.1141371224882	2.11839578833835	1.98902802501753	2.12722037342882	2.17121414125568	2.09297169681395	2.11799095175399	1.96568185405782	2.06454296327224	2.18760324618795	1.92283145024526	2.09661283568893	2.05943813052595
ABCD2	4.75883715518597	4.56319215064443	4.41080518544417	5.02931339495714	4.16045769370632	4.79117054426302	4.53022258912841	4.67685378723979	4.57050348096797	4.71692179658285	4.74699126943671	4.59744397075945	4.66688044882924
ABCD3	6.20642244036869	6.11098116569088	6.07473527955691	6.34300458583543	5.98568741419449	6.11333855329072	6.08290454376226	6.23786734676896	6.1298404023866	6.15272669436161	6.2862194122819	6.15596214196255	6.19438038345906
ABCD4	4.38298372880472	4.56400108392392	4.88450852308474	3.99501005640869	4.6297968158447	4.76687824891888	4.61654596394976	4.6522065544646	4.6613612452144	4.33897180928689	4.684703432129	4.52359277317135	4.50058609101308
ABCE1	5.40132220619737	5.28748383159945	5.32820712920865	5.34786727979312	5.19436053947512	5.43035132097388	5.29496250703226	5.43933885297381	5.32915347962045	5.34870379170289	5.46787278872135	5.38874969963684	5.3667256159242
ABCF1	4.7203414798334	4.54572711610989	4.50169442697949	4.58701020363018	4.56756996472384	4.67437346005961	4.56552040460218	4.62755884815434	4.55249538303429	4.71621101295473	4.60386057520675	4.71771847085647	4.61214916212922
ABCF2	4.72483852872987	4.67603434301474	4.68063507859378	4.61328706118972	4.72889403971654	4.72394373182273	4.68739508404163	4.71037452319258	4.68526365198792	4.7243799469166	4.70077871595408	4.74887345893616	4.69088989258479
ABCG1	4.97915882903364	4.87609447976682	5.33676205041497	4.95987288154338	5.26583492450219	4.58453789797778	5.08877067383424	4.71519335718585	4.78279943542952	4.99935626431841	4.3150628103633	5.00111080603904	4.98790194400768
ABCG2	4.89506837019025	5.01326056176986	4.20006422229648	4.845393304237	5.1534110147968	4.86859384735837	4.7724903473083	4.82304772589736	4.95598472614646	5.05835594159738	5.09063781307946	4.9413048766033	4.7699550155077
ABCG4	3.32351684001148	3.1068509372796	3.11236677815597	3.23673568949981	3.14236305878796	3.31508704995474	3.24462838811114	2.87296720417208	3.00496684217972	3.43747548449893	2.61723504743559	3.24177133802344	3.124916293006
ABCG5	0.377451263492565	0.249519918813818	0.395727725967577	0.354888423477621	0.330493467130541	0.222870772477549	0.320401800986653	0.286741146757637	0.236267560652887	0.356210420711791	0.167531403327305	0.369745285414368	0.343021733454372
ABCG8	1.23714644800147	0.805213310697423	1.06987259599864	0.752915445519147	1.03346631026219	1.16345729335	1.03468671902748	0.823457955639817	0.77182779546439	1.27340553602173	0.48632305589377	1.25261440700974	0.972252535554328
ABHD1	0.51333505235767	0.686161261821985	0.675203869327494	0.514089853986265	0.705016571242556	0.672673485730552	0.691834570257544	0.489030603877267	0.653539894073633	0.582367802239038	0.469312012498372	0.524930869664038	0.5586789899456
ABHD10	4.65130896332953	4.68416910537532	4.63028073301786	4.85473175140977	4.3956071824933	4.79942666443082	4.6458404896244	4.70857759264343	4.70120248740904	4.62638492382885	4.7960247749285	4.56824312696026	4.68036469521013
ABHD11	2.08097048576051	1.97378882600977	1.68143684375718	2.01094745581308	2.27496628775458	1.80543588712603	1.97482166535183	1.73487924943942	1.85851639704157	2.2211498054448	1.6137181378577	2.0876565290442	1.91620816592429
ABHD12	6.20136139222023	6.53728766062102	6.26466152787037	6.24404535889626	6.6086296153557	6.38255327844563	6.4362371719016	6.24324941601361	6.48977615096859	6.32389199999926	6.35161096132702	6.24612148677668	6.27951481206251
ABHD12B	1.38214128501176	1.03180581991608	0.964869881414206	1.03500058016622	1.24031094477382	1.16364074972457	1.06689913885028	1.23395467589993	1.05063297238301	1.36378171135284	1.17830762202113	1.43352495632832	1.1782326511115
ABHD13	4.57819006697927	4.35044083606068	4.50935375422149	4.64213319440188	4.08288036495712	4.6007507285673	4.39920512085014	4.59220155376953	4.40537420402372	4.47254009150446	4.58339311064393	4.49293309948757	4.53072600192667
ABHD14A	0.208105471789893	0.479276532954356	0.234870331474529	0.468275589097541	0.533835252534911	0.134292925895066	0.361037685746557	0.282565421211487	0.429278394050558	0.27157622424164	0.389441946839861	0.213872172818431	0.319273664377626
ABHD14B	1.07019992002187	0.66843510051022	0.731835282328779	0.823248874469714	0.757458802379848	0.822814009017968	0.717647209868009	1.00304798651582	0.721051384726968	0.978297208916003	0.955912302060888	1.08875614304255	0.904118981118099
ABHD15	2.01966429318832	1.88850207713274	2.15204841337542	1.95271695652719	1.91627959758706	1.914181000024	1.95723541350195	2.0808680056607	1.93319387282026	1.92831149728923	2.01351742864271	2.03562981248999	2.03322844758251
ABHD17A	4.16788082196931	4.70372966781234	4.12129589043954	4.29013676569375	5.20137995818478	4.01832359140796	4.52119263227852	4.08485800259674	4.53934410957276	4.43323746841487	4.16554138410387	4.28703416970226	4.26844419295824
ABHD17B	5.83815229733302	5.49882661312781	5.91252500023068	5.51995635852707	5.41026780494847	5.94674354322452	5.67563747472074	5.76572091952742	5.57035577838447	5.73783182458245	5.60258999104182	5.82761300098459	5.72337563367115
ABHD17C	4.51492875384747	4.62504607370759	4.47219039047683	4.84807156590469	4.33573724178238	4.63835328606761	4.56456862995026	4.51106409739452	4.59794584474951	4.53872327939588	4.59209129283436	4.40479650517877	4.55720759213463
ABHD2	7.80066216716317	7.92419999180545	7.6036724699053	7.89320041184834	7.93119188396578	7.85141525052212	7.84947393255948	7.68668060459426	7.8577491028051	7.91419966899696	7.73972676801583	7.77796444901873	7.76816756119715
ABHD3	4.41717215808223	3.95416170578456	4.12845255334772	5.12741127414461	3.31676480287591	4.29379272692496	4.17742654511431	3.73469356625871	3.79437114790864	4.44543132512736	3.34142854329106	3.98772418602854	4.20239488464073
ABHD4	3.38649312296639	3.30510953635784	3.36239628707082	2.9601497499004	3.51646563475903	3.50306466018532	3.38047469073297	3.2714396608292	3.30777345102801	3.43953768056173	3.17794440311431	3.47541062741869	3.28017078045608
ABHD5	4.45326534120623	4.49014885467968	4.46282762738291	4.60670020523879	4.39166852475139	4.44415576805623	4.46209053181096	4.49375611920332	4.48984136895308	4.43789097918149	4.53293612308494	4.41681924940023	4.49049705947639
ABHD6	6.23331071150569	5.98860506632129	6.01986950791041	5.80966404330657	6.02000823918008	6.42559252414608	6.09118939307501	6.01194857119523	5.99669748851458	6.27659330435059	5.90276263610191	6.25029475572242	6.02988842048611
ABHD8	4.24449063781835	4.77959163868079	4.52716853049556	4.76529747722836	4.797161705971	4.26310916532323	4.66502925961844	4.25140950727925	4.64914932063181	4.39939321836452	4.30059812983075	4.20362480144561	4.46066999835202
ABI1	7.24015427078659	7.44247712017288	7.31204964352166	7.4565776834593	7.06743960562307	7.59633865287001	7.35089723287927	7.40973242926664	7.4762815845292	7.23508961837718	7.60020577913088	7.17127935064639	7.33207545132944
ABI2	8.08043941839634	8.1275364083258	8.02919154214935	8.49956138938709	7.95944152692202	7.89759526476597	8.0479382793162	8.15978520864976	8.11483135759548	8.03521053415426	8.24421933637524	7.99341374305436	8.16185876364442
ABI3	1.3692405750582	2.38118749811714	2.27982232406676	2.19907408880433	1.58720488563804	2.2268546886599	2.10333592679723	2.13736743733575	2.46182839356859	1.33692434524742	2.65913975347724	1.27973906079505	1.94945819368642
ABI3BP	4.41905693635259	5.27154303151122	5.24640028741445	5.36122244328098	4.8162082166094	4.8417878775237	5.15810134610487	4.63918779637746	5.16515125084282	4.5308773211579	4.75526217564268	4.26429725235727	4.86654367344963
ABL1	6.73127532793196	6.55495630243637	6.67694104231422	6.50843538951683	6.67663944714426	6.62926080268182	6.60331301939493	6.73228722092015	6.59328165408469	6.67933736375544	6.6848219104964	6.78133351884496	6.66907058019904
ABL2	7.13500172272453	6.98721895171084	6.97479969739877	6.76927124698833	6.97293924175468	7.40106755981799	7.05963883614012	6.96390641999536	6.9949571578253	7.19026596469396	6.90157894883022	7.14965449191633	6.97343903455883
ABLIM1	7.85767812959162	8.18693919995596	8.06990162968172	8.18510434118772	7.98605090378875	8.0286873767325	8.07537426326274	8.06599457929429	8.18794378673542	7.86733426174635	8.23301956201373	7.82459120125722	8.03583582409196
ABLIM2	6.35466940534722	6.1849146972938	6.03657421328387	5.78855747235331	6.59704881656079	6.39752176623325	6.2979585427063	5.89551977541002	6.08822827917625	6.55081793960126	5.66644527298762	6.44039319745483	6.08380348905285
ABLIM3	5.81394578757923	5.87029732732821	6.3205443326973	5.5757949908313	6.00350863505304	5.87451033094874	5.9535039814947	6.06836325298954	5.95978023499696	5.70466920891835	6.02338706800392	5.9302322263416	5.94632125834005
ABR	8.19825879384845	8.85018242199913	8.25596389591968	8.99718316323695	8.79155741745636	8.11789350669707	8.59084962971561	8.26686566429882	8.69526015749672	8.37901698980743	8.48164133832862	8.11963248223775	8.45070319600894
ABRACL	3.03651836226209	2.81438867751583	2.61993515462254	3.10263181177365	2.66150950741775	3.02276655803384	2.83639121485221	2.742885472539	2.75907247492953	3.09391372242968	2.68118015330528	2.92143722940729	2.85546677421099
ABT1	2.15762827075276	2.28368923124967	2.15455116536016	1.72015559448205	2.57386436544696	2.29886819304299	2.22803509723613	2.28411421110225	2.32316349153116	2.20612379843997	2.38726324174533	2.3309135586017	2.1503969146165
ABTB1	3.70668735205717	4.1611875874428	4.31484533348643	3.67190609839568	4.40744242595047	3.74455523290579	4.06723497438473	4.19032182228448	4.23057699466097	3.65332090552982	4.35280534962181	3.89143409247824	4.01533497335147
ABTB2	4.81267189318976	5.11393302631063	4.47758668345286	4.83842883624124	5.10673883947076	5.20702747570686	5.03396965678252	4.40198528505947	4.93704267425562	5.14573803282007	4.41145466465942	4.75727830365324	4.6844641777603
AC002310.13	2.69743202627024	2.32096290727235	2.59891098288208	2.28609028884804	2.68064305556169	2.37754498541221	2.47594617658403	2.51634415437703	2.33132787116749	2.65100800111005	2.2808686354395	2.7789176473212	2.53873037739097
AC002398.9	0.624775361131805	0.576347183260134	0.54909216343182	0.726466887855576	0.572359055132689	0.541716890891782	0.60381136872311	0.475619809086472	0.526667513359564	0.660918022236795	0.395988421318922	0.574361481380313	0.58367543934596
AC002472.1	0.918288667973272	1.24920940400656	1.22056219131476	1.26362627827542	1.20176973727299	0.980651699620622	1.21752084584481	0.930749491889086	1.17576206643507	0.994542117466666	0.921532924913222	0.875895916050596	1.07613599050652
AC002472.13	1.25677438527419	1.69035420967213	0.22452634848545	2.19004056608348	0.924725778441806	1.78751275947261	1.33346473597489	0.751833507473184	1.42797091127045	1.67723394218575	1.10478695024023	0.886132679118901	1.10003045108871
AC002985.3	0.54379757367294	0.566607693995041	0.790038184334675	0.651880719423718	0.547177078433887	0.492599598717923	0.621254524590637	0.579133787782422	0.567876297342443	0.502149803756376	0.5031861028509	0.526300208652995	0.618077561579421
AC003002.4	1.37608777152625	0.747792584927009	0.899913894195307	1.04585327508822	0.571240046714707	1.40632004268186	0.934519610965584	0.985720137086877	0.766977482313287	1.33522124367514	0.771600408849257	1.26943218502883	1.03271165659126
AC003005.4	1.70712975716688	1.36296883984313	1.48261674328771	1.59736046962885	1.27230579253221	1.68180979126421	1.49325405650018	1.42016200952235	1.34366311411201	1.70287031239894	1.23980359425491	1.62303433808719	1.51944383625721
AC003006.7	1.78776324153897	1.60097291526763	1.60576498303619	1.39842137062588	1.65989347278324	1.85036220525588	1.59439078453568	1.89505997373487	1.69472409715723	1.7193638607389	1.97893778952224	1.87425785212426	1.69419492767976
AC003101.1	0.349136743405455	0.582405044457679	0.45002378588401	0.659224472443388	0.2834521487462	0.557630718001449	0.475541053240147	0.536586760951781	0.60056355230908	0.338331288085293	0.718613156104239	0.286853135067704	0.478564347982526
AC004017.1	0.185997033053683	0.200767818760007	0.0845717096607375	0.217216796152444	0.0398716190403823	0.383314063308034	0.196820190548725	0.0864876214087641	0.178207046543088	0.240757240454351	0.0996226519626681	0.128783635604402	0.135318730759046
AC004076.7	3.80352113228374	3.73721895660228	3.64408324602517	3.73297216827216	3.44973313535984	4.17538489822454	3.76576008641413	3.65697452906104	3.73396473418901	3.8572790336425	3.6636373483939	3.72039852356072	3.69036499714481
AC004076.9	4.5250237367149	4.08701549883917	4.41426170429481	4.27376056505839	3.924915073059	4.51106110937781	4.20069225980803	4.55802560783078	4.20226847512965	4.35272592460301	4.50320922603016	4.50226729301151	4.39973411161963
AC004381.6	1.83016954526505	1.75297994704576	1.39757771755599	1.65731409753406	1.85163481446888	1.74385420688859	1.62245283936598	1.90984498643877	1.79171382304026	1.82851883910581	2.10048253666992	1.89688177080286	1.74177865969364
AC004466.1	1.08364165825908	0.865073203250589	1.41434846624368	0.607320591955936	1.16987573226017	0.897802136664057	0.98573183380696	1.34314839924396	1.0041184696841	0.891501359805239	1.25941870427348	1.25770969621419	1.12249380566048
AC004899.1	0.606671353048299	0.374947981429568	-0.063614494858402	0.622976953126467	0.251571881741006	0.65418193646364	0.381231455823927	0.109560229423259	0.258023561600682	0.773659028506475	0.0284969371645332	0.469589491334995	0.318039499301974
AC005003.1	1.84354977451401	1.57283171651581	1.51592650315405	1.65584307095707	1.85128627020054	1.59941159234954	1.69251340195616	1.3780243949878	1.46123573288201	1.96148813377218	1.10871530861342	1.82627433964312	1.61538744636908
AC005082.1	0.666232830804464	0.611607255229928	0.657463584637081	1.12878695940373	0.228931133111144	0.712703024617536	0.675202795515595	0.431974165338677	0.534308857647951	0.691687751819756	0.310712152071992	0.453597153901456	0.648097738288851
AC005609.1	0.260433063616711	0.288041828555381	0.0831209972914091	0.296117531429254	0.226516891887209	0.333311073345541	0.240229994628775	0.199099268328146	0.264507884228767	0.313537420313394	0.253990628916262	0.234076295216258	0.217380626412183
AC006116.20	0.26434085268891	0.156481082127816	0.0112907417193897	0.152782559912232	0.0691248436362705	0.332329910950705	0.107930735729966	0.303050773050525	0.200468699289544	0.239740621129669	0.410886776478379	0.266370119680732	0.188563475296817
AC006486.1	0.207102281423817	0.0856096597132954	0.149515942569997	0.190068991735036	0.0389283057663511	0.201329357439489	0.141390023381123	0.0928441795241371	0.0742096236394794	0.206263939763978	0.0137011021141076	0.16763664732265	0.143974913744248
AC006486.9	0.559022450522561	0.726566332516177	0.64139042727676	0.446665467343725	0.883874700574006	0.672608488645285	0.72586960367084	0.486330616218137	0.678178721413814	0.664482942766295	0.4541384379948	0.611311700982115	0.567374369590558
AC006538.4	2.93081863118525	2.56867880345274	2.45404295872203	2.33151405753155	3.0958104162039	2.61752544845211	2.63519523823017	2.64800391702348	2.54503305380336	2.99121313389052	2.49905506581184	3.06794779842384	2.65892539441702
AC006547.14	0.143750520828255	0.166157999869032	0.34381913943296	0.03439512740812	0.266393794402173	0.1511677399484	0.216834746283701	0.182148884327247	0.179853899701877	0.126748220868968	0.121630099147063	0.190469881580466	0.180529437953501
AC006946.15	1.25917191099501	1.52178393075388	1.11522922046879	1.18071567305691	1.28440402200966	1.75052307223	1.3435181835281	1.48009697757955	1.57773114736506	1.31307226495428	1.80830450940069	1.28900966679815	1.29129518014369
