SZ-811	SZ-821	SZ-822	SZ-809	SZ-824	SZ-813	SZ-831	SZ-833	SZ-835	SZ-856	SZ-825	SZ-826	SZ-855
CACNG6	0.107971560107564	0.308458343325514	0.234679065781639	0.175125445724331	0.27544384736478	0.503645268765541	0.914191868106484	0.749362203940093	0.109691428736358	0.576339501826867	0.473070568362452	0.553696638581117	0.394729522034989
CACNG7	4.5572351523422	4.61107062301979	4.48562826760027	4.69080234476125	4.89570495513794	4.51571532651864	5.04414970394435	4.53594226109188	4.3033449405846	4.1538662074597	3.86775713815582	5.48565522490686	3.99081753655112
CACNG8	6.91262268349011	6.60071489656661	7.13977614689834	8.56963389195045	7.73546594075439	8.07110394339922	7.97892080107673	8.05122319498772	6.25013162048447	6.9530216593003	6.16544612828794	8.49499301247876	7.54677599109058
CACTIN	4.09841003224139	4.21047918686679	3.89098760058729	4.0073055554315	4.02347873473073	3.89147917170582	4.07233618025204	4.45674105169169	3.99901794641649	3.90978581642381	4.31349407633387	4.41263391641203	4.31094465873771
CACUL1	6.60325243085167	6.33582495232384	6.8682689524905	6.75567985181344	6.65928223738684	6.84711111952621	6.46955872050992	6.59098090873691	6.67030470860937	6.71487608983395	6.7252608426918	6.74166612078598	6.83991909253749
CACYBP	6.37684023228749	5.60242337486013	6.31451966528305	6.38395240077408	6.18336613236912	6.36842350853039	6.45114710802195	6.26726036920706	6.18542504185712	6.31629877481183	6.71703404731299	6.08713883881385	6.91429204036749
CAD	4.29067597606321	4.85709011008888	4.23522814136744	3.95544602449323	4.20892254765899	4.0073055554315	4.20383144724166	4.45166050852838	4.34062535969493	4.13614651912585	4.64547475972013	4.25695719010942	4.02385114906114
CADM1	9.15627351150781	9.05866246342731	9.30110455637563	8.73820152552763	8.87948709332235	9.03186865071552	9.41328672795935	9.02191713671063	9.42838254894833	9.95828667238742	8.85264690298895	8.53791714513071	9.05467417189534
CADM2	11.0228899605144	11.0982558079645	11.5041477333467	11.7309630451681	11.3192103451668	11.8584611381374	11.2051142582396	11.0010867576693	11.6224106422333	10.3744384151007	11.4293926747545	11.6224106422333	11.3192103451668
CADM3	7.60534533484605	7.05360762447677	7.49653321148509	7.49859610355363	7.7337733003035	7.99958771207111	8.37609508843339	7.79972534234621	7.43448214096548	7.78894362834381	7.440564253255	7.83944189918467	8.16852061411807
CADM4	6.21154303707606	6.55332683012503	6.19912296120619	5.62091983954558	6.15067811483469	5.73289705580522	5.87582119697902	6.27291895376857	5.70524747584685	6.20449529528211	6.3837466057685	5.37121180017018	6.38487376394296
CADPS	9.21323924766941	9.06143368311657	8.78804078026815	9.47737125543453	9.28765220061464	9.54395987766681	9.53929327094651	9.28765220061464	9.07289855029117	9.07018038455117	9.73218722569303	9.71001544022239	9.3436330453416
CADPS2	7.98452738652574	7.66502523217925	9.17000333191352	9.4866971637992	9.15365440654888	9.26478411263381	8.3566058006379	8.62661239376444	8.3253010276515	8.0127988251335	7.58358915927162	9.38793326469603	7.90008601050836
CAGE1	0.211370965094293	0.296502646106829	0.11171307114433	0.296502646106829	0.370312624252026	0.256945052472557	0.315234262874304	0.297910487630517	0.398868261114271	0.317381171793354	0.29867765333678	0.417693450658504	0.394729522034989
CALB1	3.70760100871077	3.77106217611109	5.12431243242752	4.38210693502301	3.9291667245342	4.09976635332642	3.96646747702244	2.21384999011687	4.03122907896217	4.02541930457203	4.14180229627457	4.27361383218886	5.08469288983017
CALB2	3.72352613682658	4.04545728484073	2.38951129254583	2.47070584518578	3.38137425893891	3.01111434644963	3.18225902585339	3.176848555703	3.60635006122687	4.33490653129379	3.25941664996247	2.15838335167592	3.72976539329572
CALCB	1.81269924121385	1.73857615715749	2.82556589322619	1.71455944000483	2.02261775842022	2.47690550025002	1.7996883866024	2.28916011807299	1.10339244996367	1.8191551033485	1.40548732408154	1.88320085459602	2.21940898473232
CALCOCO1	6.03484501725356	6.36687464812084	6.24561242357311	5.93389774907453	6.09387221579761	5.88822500274325	6.07815846926873	6.28189163982836	5.84877922279427	5.88253707683868	5.57072501522993	6.35446085358231	5.95869285818335
CALCOCO2	5.4783025824048	5.57814289583462	5.65100261186558	5.12575184626908	5.26894643947583	5.02685454528085	5.31322054750829	5.30375674542007	5.62442692018046	5.37411628786907	5.79334014644979	4.96021570015325	5.20538789970514
CALCR	0.816742315793602	0.7908845457335	1.3089138018142	0.774696019728876	0.735021777425989	0.880105595362114	0.578325770787884	1.14189643702169	0.328677378504168	1.23021924327836	0.315234262874304	0.137633520096052	2.09414120967119
CALCRL	4.78697186236628	4.41369480479074	4.1596955302102	4.16546929786531	4.3076922904415	4.26482551358148	3.65704676088815	3.2813833047157	4.82463556334458	4.13806391894432	5.06800756940547	3.72394127159471	4.03478804940066
CALD1	5.74792305635787	5.84350723699598	6.17388343919485	5.8300030937689	5.82353768934665	5.63648294999339	5.90141545442149	5.87288032561743	5.97067962578301	5.40180786229092	6.83381302638978	5.57349140211144	5.23344576768908
CALHM1	1.33658525715973	0.774696019728876	0.086168680301648	0.441617139121381	0.801117801059809	0.410896005732228	0.94434924203924	0.386323330902161	1.02751696411634	0.995964767352108	0.0451144174891895	0.4899922374882	1.50888483459674
CALHM2	2.17457673731271	2.02522673733596	1.92219213833371	2.65948956566781	2.44436694630315	2.06464232014114	2.08859043610829	1.87297242602934	1.95463127368713	1.24046600020432	2.22714377533864	3.00184780418024	2.19598848340853
CALM1	10.8704243096964	10.6501930286702	11.3192103451668	11.5041477333467	11.3796475188391	11.4293926747545	11.0228899605144	11.7309630451681	10.5775376035035	11.2051142582396	10.5595512453804	11.0010867576693	11.7309630451681
CALM2	0.346993895535443	0.260307400298879	0.576978554309522	0.425690698247024	0.63042516505794	0.779010579979145	0.433660457454811	0.513709091508665	0.300643464730425	0.369596890284125	0.235479428412499	0.377849998216607	0.801662717205714
CALM3	9.28765220061464	9.1022528682894	9.42439307833286	9.37784259266346	9.69429070570472	9.38212442171665	9.55766261538475	10.2704795752431	8.74338134692808	9.53929327094651	8.91069552956289	9.56754788347689	9.86127386957067
CALML4	1.00643211854372	0.995046298789347	1.26442864053546	0.666338957679025	1.16917273508822	1.01893248351597	0.648645054295503	0.829590313378356	1.12658026778959	0.851306427838402	0.328677378504168	0.377849998216607	0.729502505462084
CALML6	0.0842491442931667	0.181228027751704	0.0600014933856712	0.234679065781639	0.137633520096052	0.214035911989921	0.297910487630517	0.235479428412499	0.0982981714318314	0.086168680301648	0.0783122999794604	0.341931812456967	0.103974170943491
CALN1	7.94744595388992	8.23530058004325	8.53791714513071	8.67623289461207	8.4838339603567	8.7679630553298	8.98509174750794	8.43107565486351	7.93904132298593	8.74338134692808	7.61678983848693	9.03533659719153	8.33764749049001
CALR	6.71948473404148	6.87392049080641	6.37578528945392	6.45179127735496	6.3366242916887	6.46856897746986	6.37200236856922	6.61699369008402	6.42676663498658	6.83381302638978	8.21663187114471	6.4764512027245	7.06632098530131
CALU	5.68919725607716	5.73513494262459	6.01616452420711	6.30531442554025	5.94645058408887	6.3837466057685	6.32854273734531	5.97296248616668	5.59003874721486	6.17593954483421	7.00963264286449	6.24533281279289	6.2770783102464
CALY	5.33189059644894	5.47281027308746	4.70243800582199	5.58247264688933	5.91305210380285	5.56061757305488	5.63808499623853	5.56273594977066	5.39922343762201	5.98018146565132	4.62262689986459	5.87238655427907	6.24161616257434
CAMK1	4.98538711160669	4.9030247337879	4.73196226011846	5.7636342272716	5.25915774372063	5.35377930347643	5.17164618550628	5.76946510134568	4.75982801460046	5.21276211441018	5.59263252600265	5.916075363492	5.87000915542208
CAMK1D	8.64160850494126	8.43630912027093	7.95026240925684	8.40703791997873	8.50257949760481	8.72211942045454	9.16658814138619	8.55242775802845	8.66558814165603	8.16384839920263	8.49499301247876	8.95632341650775	8.33270165397328
CAMK1G	5.2260018022968	5.28546129685574	5.20421219143344	5.888957015899	5.90539489313562	5.66887061520915	6.1787020147904	5.5001141598674	4.95631740328105	5.46056108242463	4.2689709329702	6.31888840543423	5.28014630098309
CAMK2A	10.5206239306787	10.5466995054516	10.7310323672326	10.8704243096964	11.0228899605144	10.7310323672326	10.8910704422075	11.5041477333467	9.76278561407293	9.73218722569303	9.66164280721854	11.0982558079645	10.7501269366011
CAMK2B	8.02631637759311	8.15518259252213	8.5231756820408	8.94862496677178	8.84631707309917	8.82795567719103	8.52657042475515	8.91558095697404	7.53761562956901	8.18490791245611	7.55662867949968	9.31615453041364	8.97371158442674
CAMK2D	8.50257949760481	7.55531053816974	7.76491184242425	7.80172840078946	7.83944189918467	7.98452738652574	8.11706745661725	7.39205151032794	8.68313113100577	8.92278948800496	8.26191898995005	7.21226976380815	8.13101217461263
CAMK2G	7.49398704449723	7.28416295855309	6.45894141261557	6.07601115220105	6.90171253666309	6.1232646065752	6.29181755293465	6.87870771655914	7.21399278633687	7.11215823738214	5.64128541081469	5.99254408576338	7.04367272940326
CAMK2N1	7.73125988775002	7.02927511259878	6.88588302629047	7.1502487821641	7.31447544254113	7.10581189326315	7.2182225244377	7.41761735708002	7.44387073060978	6.8595770381368	6.82548423674327	7.56785782768706	7.46148780661608
CAMK2N2	2.87508095335605	2.55331629376089	2.20497147033262	2.03129180529252	2.78608874824945	1.91313344293821	2.44731541054444	2.05280498608027	2.91457586964555	3.15461674753425	1.91560824201461	2.21560363511541	2.74761593712602
CAMK4	8.02027616700241	7.49300583305717	8.25976334358259	9.17000333191352	8.6741016316999	8.83841804714862	8.3253010276515	8.32241509064078	8.01654744410599	8.23685177088961	7.35414526690763	9.05866246342731	8.401846647546
CAMKK1	6.00020089498348	6.06747365108534	5.45793019387695	5.56384852720241	6.20780392335577	6.08008969485983	6.24835011079007	6.02930531749574	6.36227410272628	6.01007638933581	5.14428214956367	6.39159416141376	6.49134101388007
CAMKK2	6.46411816696428	5.73323028466382	5.87668190886039	6.74229652921781	6.86342086909641	6.51803395071492	6.30982139449356	6.62888706225712	6.43405447383661	5.71984498997915	5.72629934445662	6.86085678829831	6.09359449964945
CAMKMT	5.93054380203625	6.10641930123108	6.87084317398104	6.65906367009657	6.46761473082781	6.54397032197004	6.42973878705186	5.91956300766382	6.51625040463471	5.95926901361993	6.5657210020649	6.40251684558901	5.77242265960677
CAMKV	7.25960630797915	7.31082759299178	7.48323065303768	7.63577326240123	7.89403777606928	7.81350624604988	7.97637776540998	7.92459364458567	6.94040470042631	7.79757298070919	6.20919575321032	7.93826700994289	8.3566058006379
CAMLG	4.90126343144581	4.91809973030443	4.68712727403974	4.70575058532281	4.9995705216082	4.98655313376491	4.60568940077835	4.73598015357208	5.21601638208344	5.05371845160369	4.98094513728042	4.81003803484614	5.35914909574079
CAMSAP1	7.22818619196379	7.23323054064817	7.00900433018097	7.32931397950732	7.31218744309428	7.27704765191019	7.2849971745871	7.41386490909271	6.95737708452281	7.15564102412537	6.91488808140651	7.52112191321085	7.3324178236601
CAMSAP2	8.20437138807678	8.00812442865102	8.11544674627633	8.44327287566988	8.34447911709796	8.46981928189802	8.1745712919776	8.18322889629952	8.21923062642677	8.2904352018398	8.2845888608172	8.26410334079151	8.58984400925387
CAMSAP3	4.04089223636657	3.9842401862859	3.76218189369235	4.16199303785765	4.30157269400471	3.91961761978119	4.47480159733012	4.31994199576234	3.63430061506148	3.71645512887731	3.09056181280457	4.9666948978175	3.84324981357296
CAMTA1	8.62661239376444	8.96426845073998	8.64160850494126	8.58984400925387	8.57247074008529	8.49617464137515	9.200632941904	8.96757838828798	8.51950763361955	8.55242775802845	8.38691526237945	8.81389068775379	8.26410334079151
CAMTA2	6.35338150020096	6.17593954483421	6.07267861471844	6.54248801411611	6.62164835694823	6.31748649512575	6.75441608632379	6.76777717633674	5.26764721641742	5.45676834087427	5.55732923324841	7.46248390989107	5.53215549582539
CAND1	7.73269796565363	7.5203960640143	7.76274085700043	7.7337733003035	7.64528169718733	7.90257955814261	7.16390229583623	7.63577326240123	7.71792714405016	7.93982049050623	7.69103070891318	7.3962448470038	8.34882347258194
CAND2	4.94711879941287	4.91578735693601	4.72352859986419	4.41697165651518	4.90981122390117	4.64886192698537	4.98915236230345	4.99034965062511	4.69760271925595	4.44729469228635	3.80184721117997	5.39622992261333	4.63176053376826
CANT1	3.84760798620524	3.78152557452032	3.80610571661502	4.13859245814919	3.99464090219354	3.9580738897528	4.15200089477877	3.70760100871077	3.67354390209669	4.04851500121614	4.14180229627457	4.20892254765899	4.05253885656133
CANX	8.84278738204668	8.99174502078006	8.54043957088939	8.10812601440181	8.1945095483862	8.27052018288646	7.81510755479704	8.34744867930641	8.53409027937195	8.91069552956289	9.54395987766681	7.65875574179706	9.02191713671063
CAP1	6.54397032197004	6.67698917943588	6.79484850241016	6.57646027541074	6.46433650595434	6.67390228142813	6.32399358701789	6.84797908463561	6.45508693473259	7.00015584201883	7.74797715752177	6.37791128246314	7.22768674015465
CAP2	7.35414526690763	7.10075574967947	7.55217693153051	8.48210061352078	8.16240347144356	8.09949049123966	7.87908215216874	7.86791471660138	7.06282763277209	7.10377154228205	6.80042872911871	8.43896047885242	7.81704425760365
CAPG	3.0805799026879	4.12234081625841	3.48573475202036	2.29337886444428	3.04456365243025	2.78663275569627	2.63674924712039	3.34169307316921	3.35436253317088	3.580014301145	5.68454678130296	2.05280498608027	3.18889903978115
CAPN1	5.16303445087239	5.03099258456408	4.87325878655566	4.78538722671667	5.18103041872769	4.98376006408617	5.03099258456408	5.16564958802497	4.73580529614864	5.2876453890856	5.41839063925075	4.99489212571083	5.38358825186986
CAPN10	4.07303175603248	4.51400315728986	4.33571116320983	4.32077694747224	4.32884524344287	4.25747996216197	4.47480159733012	4.91454187717558	3.83731773134257	4.2264864195372	4.0375649904039	5.01909259390652	4.41550085489986
CAPN11	0.0842491442931667	0.308458343325514	0.11171307114433	0.234679065781639	0.11171307114433	0.235479428412499	0.855094143646918	0.175125445724331	0.0982981714318314	0.000935266058927246	0.13595568452248	0.218951271224286	0.0518690146111914
CAPN12	0.256945052472557	0.219983345053172	0.086168680301648	0.11171307114433	0.11171307114433	0.0842491442931667	0.433660457454811	0.235479428412499	0.277834460057665	0.133114293282126	0.0982981714318314	0.137633520096052	0.0518690146111914
CAPN13	1.83155467628298	2.83195402301808	2.48944759501678	2.1333494327206	2.25981233852087	1.92783290432613	2.0552678581425	1.35571432130422	2.92647217691721	1.98488463879872	1.55027896930131	1.69944018458479	1.49826686339617
CAPN14	2.19598848340853	2.26572214892823	1.3089138018142	2.5412330735075	1.79823459944369	2.36265210217645	2.46015447062297	1.84621285919266	2.21978473780113	2.12225200058941	1.27865291378405	3.15284323707381	1.41841513529868
CAPN15	4.27837689518488	4.49907056473854	3.90137859456109	4.50892794555262	4.54108370879441	3.94920656480645	4.6290386678998	4.93117222349803	3.9114129941966	4.15040696096132	4.80575246455372	5.09526184688108	4.07420181070142
CAPN2	6.39514266664793	6.75775964803238	6.25498441996029	5.78985841562484	6.13668758396646	5.969214590564	6.15192361389662	6.91571548958162	6.00254793265996	6.29918056946239	6.92903412274932	5.73498823932925	6.28618632110657
CAPN3	5.51450017769092	6.50704979650648	5.9654546176895	5.54313539035959	5.84932126896057	5.84019239018383	5.89294221320209	5.4234491921811	5.92738565183114	5.46492907549658	5.43124210748875	4.86412803287102	5.93969393854254
CAPN5	4.35839359682805	4.15532954588345	3.93656895816785	3.80692708993407	4.1346689377238	3.91961761978119	4.78762370350249	3.99842733993427	3.70788152796165	4.02022645806295	4.08440252248182	4.40459458971255	3.90049314136242
CAPN7	5.73066120727321	5.92507680222901	6.01704757425743	5.67786674932742	5.72354091244817	5.80412431652702	5.42283347888278	5.66390648433258	6.02264946117243	5.67467113831614	5.81516489224745	5.65100261186558	5.7645775982902
CAPN8	0.752448999070304	1.34640214439914	0.691586642565623	0.964744405568675	0.91296918132931	0.748797891578859	0.762903200049674	1.00846299913954	1.77027536991384	1.6168701401478	1.55027896930131	0.859065610817152	1.07822450644115
CAPN9	0.816742315793602	1.13648835539994	1.6938696585065	0.760987296626263	1.09067390194259	0.748797891578859	1.14274677067121	1.15119355969633	1.45598547379107	1.08774366954437	0.854685874154704	0.656346607302876	0.878594884003829
CAPNS1	5.55274677206288	5.3438084459369	5.33439093320948	5.4489497462393	5.56414250234397	5.47962490278904	5.62328153780151	5.65424571972203	5.23612719539949	5.71984498997915	5.92234706889599	5.41506483746816	6.03805776930917
CAPRIN1	7.53493696116213	7.55117426759676	7.72036088768741	7.68002531580801	7.55317710995746	7.70629506797	7.18912166723601	7.66866533140112	7.41231523959033	7.71248604956652	8.04144226094709	7.49471826493028	7.97759485078688
CAPRIN2	6.29506788454399	6.46001199972758	5.91376898389421	6.43811010269063	6.17702101824502	6.46298506887954	6.41298335243409	6.26419685811016	6.11339861464055	6.31338938484511	5.64704033396997	6.43723911925743	6.01616452420711
CAPS	3.99338161647064	4.72186725493371	5.41879933358854	3.06441455539334	4.02508628503362	4.32622327486359	2.52577675250479	4.55480557840344	3.41700732412003	4.37991796535579	2.64711477180459	3.66402226874694	2.60050685801812
CAPS2	6.52424549748419	6.38936477731124	6.97360583536157	6.2608452800739	6.51738744285428	6.85303201266754	5.90430941356538	6.49332052238576	6.48722053319127	6.36278029605508	6.40183206197303	6.57427616553876	6.29430171662015
CAPSL	2.20552436818618	2.54810087474198	3.28799387913868	1.32017089417393	2.15382708371	3.20953995500262	0.692730725158136	3.40673475485144	0.744400155007725	2.57818696161247	0.410896005732228	2.37837998647007	1.41841513529868
CAPZA1	6.05856723061477	6.19819524849105	6.09053820425191	5.93200134919846	5.94222749941234	6.04205407701292	5.81529966100918	5.82499708293744	6.18744526982363	6.13292616001533	6.75659248047183	5.73235228759493	6.17142592210296
CAPZA2	7.03165153732944	6.82880319723538	7.66910367908492	7.78148488269169	7.54632533295753	7.88557557011859	6.58119392472861	7.511374334343	7.03890410125592	7.21505703890932	7.50032263642855	7.42412946867364	8.03215077244014
CAPZB	7.04701280399141	7.46976969888952	7.07817476452168	7.23874188427135	7.10299857304399	7.14584800721969	7.50945028099667	7.58358915927162	6.67238895466991	6.92220528821618	7.45756414013939	7.49152150832852	6.99048228289692
CARD10	0.736137016327994	1.0239108472441	1.09966719241612	0.7891329864174	1.30634073158719	0.485519332711879	0.114250999169983	0.802701553809509	1.05784846221374	0.961148906666031	1.76315270000703	1.10924771645692	1.50888483459674
CARD11	2.45455662503138	2.65384741839862	2.1025479893369	2.30851387150363	2.20191300718309	2.4379682705065	2.28379180004589	2.98179687836732	2.18518612519762	2.23795645653938	1.50888483459674	1.2528618901233	2.63761100663743
CARD14	0.848803544465646	1.09324683636782	0.559820630338074	0.774696019728876	1.05602352027097	1.00551728290386	1.66909840085431	0.802701553809509	0.674693367065951	0.555117114197793	0.728879926353164	1.04971855062998	1.10859585447107
CARD6	1.3925973287691	1.31942362512941	1.57923678102224	0.938604568787185	1.16917273508822	1.29744987360762	0.841823202398951	1.32246458384991	1.31039774737488	1.2528618901233	2.0035004540687	1.10924771645692	1.42720809974668
CARD8	4.46714253552144	4.51552642163303	4.40404782032497	3.99115899531223	3.98553601808469	4.21969998221937	3.84334551105606	4.48594143784294	4.37783031720956	4.31782007087476	4.42635810712337	3.23219295843045	4.27403308997614
CARD9	1.91044306637188	2.45033028842035	1.57199776092244	1.72152475091329	1.61261541827036	1.75642563353557	1.76263699955237	2.21978473780113	1.71073073598181	1.57923678102224	1.78125571392227	1.34201556174284	2.0442009111648
CARF	5.50565594013861	5.57906882424203	5.54660218717544	5.29460256516586	5.3438084459369	5.54740692342576	4.89145100349341	5.34453359406725	5.50025796647244	5.26856365559138	4.75588461007866	5.5015054038296	5.09097935551039
CARHSP1	4.37574476328246	4.46412237952967	4.41975613969942	3.47272514120391	3.83095670686517	3.49260820584614	3.86798308674476	3.79789373442773	4.38928989386435	4.48143645719711	4.07924674494822	3.37789011382582	3.89825134484651
CARKD	5.47962490278904	5.5919201072241	5.52100789969113	5.92016169672333	5.60590547259261	5.82966371531538	5.75473238672405	5.89801595763096	5.54721097218652	5.60125349162696	5.72243865793038	5.82541067744817	5.96564474916434
CARM1	4.68231475175407	4.66900073519148	4.57906146117137	4.91551904560094	4.81889249192063	4.79087702680154	5.25994227491471	4.89559861785704	4.4104299238356	4.55392345192881	4.63676858936495	5.65496427854787	4.70823236622959
CARNS1	6.233116698141	7.45975965112343	6.62236199444503	6.31888840543423	6.72628275705326	6.05856723061477	6.62495132215267	6.00692817194438	6.53309020100105	6.31383623179824	6.56227818404553	5.23382248240139	6.06338091952669
CARS	5.27795329886418	5.32197751318301	5.10451032591096	5.42935138730917	5.30923227361036	5.33299947807518	5.52204391875268	5.45578700049846	4.95631740328105	5.07887366172555	6.04965293281889	5.48565522490686	5.25559600714103
CARS2	5.26299248361369	5.41506483746816	5.23553076023549	5.11625774063846	5.24388087289343	5.29460256516586	5.69016084476398	5.49838902641883	5.26847256571264	5.25092368396815	5.13063380752881	5.58226734653893	4.92398353139029
CARTPT	1.53241133277305	1.90050982135582	1.94822712321046	4.27777879868624	2.81112748511151	4.18096628856046	3.8937870293828	2.79297261540753	2.13797685791636	3.45511084156105	2.06104802487913	2.60413978780424	4.50282792187678
CASC1	3.75641375851679	3.39753463804234	4.43973106307144	3.75531572927204	3.66610779632172	4.44535855368873	2.94470455438021	5.17334228481594	3.68815599816605	4.23329431249048	2.56888008340512	4.28659227985154	3.18889903978115
CASC10	2.81774233947871	1.85201297084441	2.28467051104232	2.57703448534342	2.54163502560817	2.65884482359951	2.16028761221316	2.52537609620637	2.7555345443972	2.99169287138947	2.79748374912545	2.70541020506287	2.78779496932198
CASC3	6.33210019897534	6.28981776802877	5.98154291340079	5.94058985290293	6.11105685122555	5.80238530286168	6.15597700003739	5.94524939592736	5.96261237678798	6.06338091952669	5.92677480193625	5.91329791351697	5.99665214324128
CASC4	7.60779233709699	7.55662867949968	7.51233210748127	7.25731997770415	7.35488087789761	7.38806441499186	7.29645988609104	7.55376882343056	7.42656036088843	7.50256234290467	7.33190714267227	7.20508087242519	7.54033069727637
CASC5	0.235479428412499	0.419001711821367	0.774696019728876	0.666338957679025	0.393229273621905	0.731007463057749	0.747423813713892	0.461211802321373	0.646770676265431	0.461211802321373	1.55027896930131	0.811836603245245	0.729502505462084
CASD1	6.79168005390235	6.72482790000912	6.99948319958484	7.45183831683366	7.08279811068199	7.5763292391568	6.73293515734998	6.89874970967414	6.87710738111487	7.10851057941049	6.4687876328747	7.19438810366616	7.49859610355363
CASK	7.1657007616083	7.18661134400421	7.23521173226607	7.68753449562191	7.3477382271303	7.5203960640143	7.32931397950732	7.18703396242989	7.13692859048114	7.55470468121456	6.77855083061005	7.47415835571055	7.14787996642344
CASKIN1	6.70679919563538	6.87241935297209	5.9752411107846	6.10724995798487	6.45114710802195	5.89780623630228	6.56668367789191	6.98281834628904	5.5565717489456	6.15192361389662	5.47492215423353	6.82769531310525	6.35021729543118
CASKIN2	4.38268301298467	4.82184743179025	4.42148703203233	4.01116156928247	4.16607676457617	3.55186213047691	4.49606334446534	4.2689709329702	3.76248731524273	4.15134986249487	4.12378034526698	3.99300068141034	4.12776147316913
CASP1	1.50583762956754	1.77694945272296	1.70248306678678	1.47530084640212	0.926908087928956	1.42256549456062	1.75038778585797	1.64530934914239	1.67118267385142	1.3630968358829	2.54879442582568	0.58976779479269	1.59518406914164
CASP10	2.47070584518578	2.70100799032029	2.04219689052096	2.1777338413013	1.96386089772085	2.29849670101576	3.37411943196423	2.61909489661288	2.24414737295	2.0103946851728	2.68375264067918	1.52363800411404	2.56959141241239
CASP12	0.0842491442931667	0.239142972620763	0.234679065781639	0.156981396433287	0.29867765333678	0.327226874605158	0.181228027751704	0.195326846366067	0.135099765665958	0.169561472285163	0.169561472285163	0.377849998216607	0.355901314940669
CASP2	3.15339044639674	3.22525319840339	3.39020841454581	3.45752320144471	3.34328292123786	3.33317423972657	3.50520766422909	3.22301665501884	3.77075591040257	3.2457042705293	3.1864664042394	3.26832638924332	2.84240439446846
CASP3	4.25554685767087	4.17550147559808	4.11996479073419	4.52687870615924	4.06498665216509	4.33172206803086	3.92709577700119	3.94165509348102	4.32684409607623	4.06306220841251	4.32171584557289	3.95246214217462	4.49907056473854
CASP4	1.43251308259226	1.54554741445884	2.13688143760205	1.59547436554008	1.21778654254613	1.09966719241612	1.81652903561102	1.52078509687643	1.2559379234925	1.1216455049518	3.50115603681951	1.10924771645692	1.61552705031813
CASP5	0.135099765665958	0.239142972620763	0.559820630338074	0.425690698247024	0.0842491442931667	0.0842491442931667	0.10199689262292	0.135099765665958	0.231296710085365	0.0480769629431429	0.549446005948229	0.054912297389001	0.133114293282126
CASP6	1.460987280346	1.58553775474901	1.79896461922194	2.28623722989176	1.52861525689339	2.0814458873561	2.0552678581425	1.63674836986308	1.94642932670076	1.52148244028979	1.78125571392227	2.20650407331812	1.84091646947063
CASP7	2.93509339813655	3.3350374845321	3.58658928308008	3.45296948724872	2.7321753033743	2.73666527932522	3.33712260883089	3.16528786860114	3.33157869039082	3.33206621845659	4.29225959090728	2.70541020506287	3.55699169990206
CASP8	1.84247604356966	2.27256348556037	1.90393147234192	1.36037576810969	1.36693917308355	1.67525076421418	1.30515526531131	1.98681994599157	1.65533215636097	1.84724043535693	2.15009301441412	0.784357411690853	1.61552705031813
CASP9	3.80304194452887	3.91926637261812	3.53708153154613	4.27929397083996	3.87837598517096	3.92612702367203	4.91833943479597	4.00138705363105	3.6763297899209	3.59661206909039	3.32606406880713	4.31274777437318	3.48365434643257
CASQ1	2.45455662503138	0.615387625705804	0.774696019728876	0.497278008356547	1.44801141413151	0.485519332711879	0.539798466859313	0.860594344469459	2.89773352957514	1.53203206153315	0.328677378504168	0.417693450658504	1.24693946362967
CASQ2	0.722351963824662	0.813658938222605	1.24561216821034	0.648645054295503	0.714848799784423	0.831117234914158	0.558448766779106	0.656346607302876	0.544124567850924	0.774696019728876	0.824755370341601	0.928900417807246	0.52167924408987
CASR	0.0842491442931667	0.0842491442931667	1.11530533005957	1.86673624060692	1.55707668858145	1.65149105987671	0.0600014933856712	0.0600014933856712	0.442303750537789	0.187654814020249	0.824755370341601	0.10199689262292	0.297910487630517
CASS4	1.53241133277305	1.77310128734165	1.7309718336578	3.14163607798162	1.64785083635631	1.98978701815594	2.83502059472797	1.76383306088171	1.30402838353426	1.56995426377183	1.29113079331074	2.48469068539234	1.73524283000102
CAST	6.36632044457636	6.57495183739463	6.74400937119777	6.02046494005787	6.08192247378994	6.07326905608578	6.59948471753012	6.16487663170516	6.49134101388007	6.37418665665972	7.46327081363559	5.44713278287708	6.06624355685797
CASZ1	0.64557127431665	0.615387625705804	0.915118100565565	0.441617139121381	0.511152471107157	0.390179121732641	0.914191868106484	0.461211802321373	0.744400155007725	0.646770676265431	1.89292072850772	0.624036126224031	0.576978554309522
CAT	4.95342734547346	5.17873382151905	5.27014141092941	4.31040842919481	4.53829424573257	5.1074341505818	3.9243486616123	5.41772476330706	5.21141761726407	5.22365646957744	5.30085845700543	3.80789894209145	5.40705410023231
CATSPER3	0.369596890284125	0.327226874605158	0.187654814020249	0.558448766779106	0.199275848450485	0.277834460057665	0.453137681930928	0.473070568362452	0.2513802909428	0.317381171793354	0.254363072665854	0.30149851847845	0.255152054969996
CATSPERB	2.07370693206845	0.883338421654816	1.14395454749724	1.44666793810214	1.84395509497906	0.97850172993067	1.2948233508546	1.83359689043644	2.24955419127194	2.21472633621405	1.78125571392227	0.954957051757217	0.815740857519059
CATSPERD	0.182824609260602	0.615387625705804	0.54535568421569	0.327226874605158	0.323931352139408	0.629499672672641	0.181228027751704	0.442990361954197	0.059370303314154	0.237232568134043	0.182824609260602	0.260307400298879	0.193721810898793
