SZ-811	SZ-821	SZ-822	SZ-809	SZ-824	SZ-813	SZ-831	SZ-833	SZ-835	SZ-856	SZ-825	SZ-826	SZ-855
ABCC1	4.92146618040347	5.15180613301938	4.97070778692197	4.92612829108981	4.86745311505428	5.07621742865898	4.81595928764822	5.0745300767458	4.93066865184084	5.01854231846657	5.06193561774013	5.18482920245656	4.88198136285881
ABCC10	4.04228229604535	4.16235307056923	4.06017470357396	3.89174727837475	4.06602222780613	4.12167763543794	4.01080403676452	4.19700136388744	4.13357043138973	4.08266308545109	4.15027233634908	4.29938064992034	4.1224833780467
ABCC11	1.12896921445885	1.4273270274932	1.06735410980918	1.13767674745783	1.18736398836226	1.34029129443007	1.14891342238776	1.26937509648449	1.31695399633448	1.26632198277627	1.28715847176423	1.37325978745187	1.21643533346847
ABCC12	3.07292892918033	2.87350538937196	2.80594910870853	2.88233380636483	2.91526542734142	2.90938722691681	2.47574729694381	3.04165258807416	2.44934882825441	3.1802935809892	3.06209036535368	3.1107686656378	2.47818994846638
ABCC2	1.09779161604217	1.00917653062474	1.15330569691004	1.24173249065887	1.15428374424724	0.913525892911574	1.05559375070649	1.27888900384465	1.09993531221725	1.15565245888175	1.12625252750328	1.09257002780152	1.05600637660909
ABCC3	0.719608265532346	0.653383499152141	0.628323707336484	0.833798195677642	0.755316481249264	0.60458863812582	0.37111830550865	1.01393029514364	0.479526263118094	0.969896896678039	0.844000536005335	0.814465887023723	0.275674216793357
ABCC4	5.20604678936926	5.63155441497411	5.59226530451094	5.69261231872842	5.36955958211999	5.59748083700251	5.68792750596878	5.54062233373604	5.82345962356246	5.36947633424553	5.41615236813129	5.31604050145986	5.4717929793474
ABCC5	6.53286743100058	6.67141161075981	6.53563313911212	6.58262057008502	6.60296538467137	6.64946355489952	6.65710530518116	6.58672701807004	6.7226564795801	6.58115329275775	6.59194851279673	6.58991041378463	6.65189922358883
ABCC6	0.853320617859075	0.781424668222525	0.937775486549185	0.751917385736582	0.773417340809218	0.834783000911812	0.649485818315673	0.972741033274837	0.652263845252408	0.879765297129387	0.89488270896314	0.97526091976024	0.628121324650276
ABCC8	5.1034822326654	5.59177722459935	4.88252214818123	4.70753096754596	5.23047339251924	5.65452035558831	5.37052983013713	5.02010805135622	5.57325052197361	5.14375653417288	5.25886457942087	5.46414228943726	5.52820822336639
ABCC9	4.90211057050203	4.7163125268707	5.22798169515805	4.79028618280848	4.8398149961947	5.0861140046787	4.83729080388898	5.06344365859663	4.72627615563824	4.92201616124012	4.93008352444762	4.91111711477291	4.48441467474244
ABCD1	2.11343410723501	2.4779013620249	2.03253831281592	2.32437230664242	2.01209959995799	2.05998416832455	1.85037204495587	2.30273365249579	2.06517118584244	2.26428076185368	2.29152887394081	2.45821902018977	2.16679839553347
ABCD2	5.01503807976575	4.79748732216501	4.52113141128739	4.6441364606116	4.90937201774129	4.80055768595244	4.79764660771169	4.47674195901403	4.65569311310961	4.83024495168879	4.77576279527281	4.79146665979267	5.01719133402049
ABCD3	6.22856282700693	6.39899310129983	6.34948521299812	6.47071725910135	6.24513616313748	6.33523475134067	6.36976838110128	6.29698037986533	6.39887267154268	6.27671797483597	6.28392117688304	6.23310066095768	6.31899968006808
ABCD4	4.05804101349862	3.9806268945793	4.32991457600801	4.20694034160554	4.28758897066627	4.26758586199929	4.45326569925852	4.26623270945418	4.42712165316415	4.13294237381815	4.09989530171791	3.9055868313916	4.04829830240799
ABCE1	5.96957928464999	6.08934133584534	5.96692162577318	5.99810061082021	5.68942427558769	5.95632131243327	5.79734428081704	5.69797255966203	5.69783589058609	5.833836384156	5.89185711041227	5.97988555974606	5.98285151767765
ABCF1	5.06098796311156	4.91471147251341	4.80447545739666	4.88652328502196	4.94388964780109	4.83249855175442	4.88293851408685	4.73868348573617	4.7874944406418	4.91332954627646	4.90065936258824	4.93519071236851	5.08991222590885
ABCF2	5.34168600567025	5.26389620223606	5.1448693466868	5.20058540349507	5.25262924463843	5.1039431939389	5.09836400327628	5.23492705360872	5.10856565596166	5.28189130013454	5.28641218985177	5.38772177664588	5.34584673442741
ABCG1	4.60222847732843	4.79860042573185	5.07168685893487	4.87724580329549	4.90245745198123	5.06620266089163	5.52787069918916	4.70486835344127	5.49765524012747	4.54564105438245	4.63722642615584	4.42604377469157	5.15136862984355
ABCG2	5.03575834139498	5.63288858924187	4.33090854767947	4.96663389080873	5.01505187165607	5.29038059902185	4.78329531423125	4.79083818116504	5.03892283172239	5.25472924292984	5.17946617040742	5.31317802798637	5.15698477636243
ABCG4	3.58423241716369	3.41899873359421	3.63758205886265	3.31185477651958	3.34789085700686	3.48455989831474	3.3390065859802	3.40852400482416	3.20610309932223	3.40424737710775	3.4788755473714	3.61785918596721	3.45024111804269
ABCG5	0.202890671769411	0.547098599252059	0.194288635502832	0.278809013926428	0.291019683432166	0.378033975445198	0.283168462246252	0.420313245707058	0.495535858060453	0.343028788792859	0.389702995632523	0.49399658815357	0.405894163747225
ABCG8	0.866965942252719	1.2040945670834	0.842423530608007	0.940043912732756	0.943954709346494	1.16757567739279	0.834139247845622	1.12977442356346	1.03561333077269	1.11122226768696	1.09585658507629	1.15604312488211	0.785958768178605
ABHD1	0.671720137492509	0.735353757956678	0.543909832710219	0.722979924307532	0.600114904383915	0.54006145830021	0.602965835017154	0.535337774058247	0.608100436581055	0.617742465607264	0.626664527874111	0.661632840042778	0.805892995373238
ABHD10	5.39333039688166	5.28609831133056	5.00106829940835	5.22205190020587	5.27254029514381	5.16087586330747	5.16455056232431	4.99443978065572	5.08025709549288	5.26964033676048	5.22379140646404	5.24554360084645	5.4106740675532
ABHD11	2.38153413728093	2.37422077815327	2.16939627921383	2.31879196033248	2.33486599771501	2.20509498790825	2.17857555568863	2.31481973174835	2.22231778951684	2.38235667814514	2.36348979800753	2.43054699893197	2.3837274666891
ABHD12	6.50085905067905	6.57282877337251	6.86698447138989	6.54978283307234	6.43037870481411	6.60679678707446	6.65447362730672	6.61823635949191	6.62997207066422	6.41232246521121	6.53791104327761	6.61275297924186	6.63249371966723
ABHD12B	1.60974440208209	1.42829634936347	1.45260348551485	1.12819369000043	1.78607212855244	1.76071363885248	1.84979921823445	1.43130474296811	1.79878320179157	1.50178564570251	1.51926134462256	1.51636007439903	1.75430239402238
ABHD13	4.9275573549719	4.80778531285334	4.85096105154407	5.01256194202106	4.87225212558037	4.85751897517353	4.92633482332019	4.69007935347801	4.78441431937078	4.85963445825296	4.7945061809691	4.66281289488393	4.84679095260691
ABHD14A	0.561232759133537	0.591802083436213	0.661062806410601	0.513527484890123	0.518729595800818	0.560997994622098	0.595776920437429	0.575558812978928	0.598645312890784	0.494313996752886	0.564977742924471	0.641341638078721	0.676237223598239
ABHD14B	0.668348767250686	0.798051819519116	0.847629198446738	0.810184270763206	0.697663479240698	0.851929064660841	0.826509437736013	0.773488791855816	0.842901956786141	0.714793116839807	0.735793090259544	0.699832590197679	0.698670569619016
ABHD15	1.91666710545113	2.02183743587626	2.42656957000542	2.03863937111079	1.7172334429289	2.0680638796845	1.86342597057816	2.16043725304863	1.83450490863731	1.89393803173859	2.02108487076387	2.13895479572072	1.77633860055681
ABHD17A	5.85336697780461	5.91197762035141	5.76602335604414	5.86819104652313	5.88549057084137	5.4197797255516	5.54814294219889	6.24688646865728	5.83188033418962	5.9510468377331	6.00966403045668	6.25747080524071	6.02129481369705
ABHD17B	5.8384775720718	5.9778512446501	6.03701867491761	6.02921963959983	5.77898795922663	6.06986459147696	6.13354896691734	5.65808547772531	6.00945021752156	5.73973073363651	5.78027200685961	5.67917014768251	5.99420336714903
ABHD17C	4.63079314834386	4.48158581625685	4.60303058213458	4.7461092474715	4.66503323010208	4.50665367007644	4.53247207858479	4.6960973095097	4.50639568989521	4.70515674686067	4.61482691143125	4.50858244119122	4.41134527440126
ABHD2	7.95906888001403	7.96222185440453	7.70225814858243	7.79556878594748	7.90049707820813	8.00699102855118	7.70770913229242	7.83835716931034	7.71035340731584	8.02419302570483	7.9574609279833	7.98399339785139	7.7202375309034
ABHD3	4.04888844798036	3.71444905255401	4.57950272842251	4.67338638109842	3.95105553713647	4.07100902971358	4.61803280270301	3.62265126402156	4.09477231326466	3.76133795534601	3.69247218709004	3.17061190138826	4.01490049287269
ABHD4	3.07150310842028	2.96376779573338	2.97221034730666	2.99679566272284	3.10256467303613	3.0969206425156	3.02738305104918	3.00845113309706	2.98161745857846	3.10077659883441	3.0360324809996	2.96764700217727	2.9054215825038
ABHD5	4.89180794121945	4.91977205204894	4.8051817164428	4.95467463449011	4.91942121495571	4.99505223802041	4.98109093441957	4.75037526316913	4.92883805683297	4.90550864002967	4.85008349756727	4.74179138682877	4.87130254426072
ABHD6	6.16124769576218	6.28990364460437	6.33255853941387	6.12968074860503	5.9788910630205	6.31320435029364	6.20712449200279	6.00686681619819	6.12059691781536	6.02244822180074	6.12742969330261	6.21197217106885	6.25978925395635
ABHD8	5.01214737943683	4.63105659301597	5.18872076853405	4.7191035264258	5.0749720929385	4.62952993903009	4.99059383841696	5.22701430225195	5.00097207603266	4.85634369662892	4.96299875833772	5.10772566283696	5.14646073375913
ABI1	7.35703329417301	7.56679616387421	7.41597842024463	7.51855315958036	7.28283765001185	7.45724711983716	7.33860319464971	7.38463540850029	7.37796009428718	7.40094447707677	7.421788319884	7.44990140872839	7.38069248804343
ABI2	8.54860328541367	8.38338211568908	8.36502556293615	8.59261398620142	8.52652861828825	8.34453505327569	8.45222871201887	8.36028063008654	8.3653848016029	8.50895951435797	8.42620037534861	8.32621861231347	8.46964664789388
ABI3	1.44805692953697	1.81133133635252	1.85672801630129	1.9085542404286	1.37426044201633	1.55506008785637	1.53621263892476	1.79685222093409	1.66381980156978	1.54652592503773	1.64137413150713	1.70528827878682	1.58140860942972
ABI3BP	4.02289323535962	4.14208273795892	4.62102916383161	4.8009547585598	4.39813026264367	4.54939362797922	4.74731961269261	4.50027399935712	4.72536955168684	4.33669233883019	4.19655871843539	3.69868996463792	3.85146318047399
ABL1	6.32063959492635	6.57417715202448	6.58061512315734	6.51038857607178	6.33270611092247	6.51555413152286	6.4204949315418	6.59952447840742	6.53425468663679	6.42472247950708	6.48813821286755	6.54374141056509	6.37826062177412
ABL2	6.90458258930715	6.96353170246108	6.96591806001041	6.90418080481198	6.82024226280214	7.00137193794817	6.86115001770817	6.87167281089121	6.83076826004002	6.8952646797422	6.91396843922868	6.93809420766523	6.8322998685783
ABLIM1	7.83028292854162	7.74526986283212	7.48217055335184	7.74567863568546	8.06777478221492	7.83563153223175	7.78838337820353	7.89487770442631	7.88585099158043	8.02898907917385	7.87269479079201	7.75553006711003	7.65801078436776
ABLIM2	5.60106260312706	5.63467820638647	5.31890417121236	5.2147947046219	6.01832873824687	5.65295390262237	5.96453539947359	5.73665542548682	6.2029161999495	5.64444499356079	5.6813280517819	5.76062860151424	6.11379681405643
ABLIM3	5.6288430974839	5.33129175571116	5.13739588493713	5.47127077932706	5.66420693035825	5.23208603643605	5.33953042357426	5.39724479823801	5.30659558635748	5.61936308243562	5.47825630787666	5.41574625592434	5.49312680511392
ABR	8.83094494999597	8.71061997041276	8.53989792390877	8.61145572386978	8.81225056064281	8.54636928682486	8.60382960158591	8.72917378630876	8.64618613624445	8.77898085977458	8.77101690158547	8.87583653098827	8.88578476984365
ABRACL	3.53516007335577	3.28984205060209	3.7769603775764	3.52886191907698	3.4626589938454	3.37639729515843	3.51231664055816	3.57930983379127	3.39549244245121	3.42250345548562	3.45923774427905	3.44984852675548	3.44045359156281
ABT1	2.82768822530267	2.64077159368062	2.71578632684554	2.59738400089208	2.85032082139534	2.63248438371919	2.77531062597475	2.7599869571992	2.76086969799881	2.73037648361404	2.75084701410198	2.81137217146595	2.90901325482086
ABTB1	4.17927206093226	4.56629766003033	4.50422659422052	4.02221833894452	4.06814633249608	4.25170839870352	4.2623422111532	4.44789538361914	4.47983814376552	4.05775980992262	4.36362512576664	4.78691818300396	4.74112553358023
ABTB2	3.93461045017628	4.50759745776682	4.10152239529689	4.79609191790913	4.63411245634291	4.86408714349892	5.18335074086598	4.18238034437596	5.31985410803688	4.36971301613715	4.16245381782645	3.52052422562351	4.2995036539945
AC002310.13	2.07193862175283	2.00618579542186	2.14622564516542	2.13229645788497	2.03763479520013	2.09418064913615	2.0556834072883	2.05814420228509	1.9874816478938	2.07368210365947	2.0468158961832	1.98429265393657	1.92928221112347
AC002365.1	0.0784100926276814	0.227438671497476	0.0917281225391099	0.132020068101102	0.0452428505918318	0.168770077070848	0.0577397326586687	0.111799989999794	0.104663916629798	0.120395437225219	0.137120003848327	0.176339956640423	0.0933436626164873
AC002398.9	0.91180534389991	0.752638069146654	0.704456235575068	0.805872278296808	0.780546039894666	0.717324697683156	0.758859775714324	0.570648064933558	0.622028503499038	0.766440789518741	0.736936240743796	0.720167151917311	0.882618383683918
AC002472.1	0.929083849931301	1.03887598609536	1.17345210589528	0.897136848493539	0.912805716407367	0.833192491855772	0.8604467506614	1.30821086128109	1.03674820531263	0.94791887510155	1.08935948832901	1.32528617774717	1.09148934878828
AC002472.13	0.948935239923335	2.08736374357933	1.46513826632985	0.815999295901287	0.600642430749187	2.6670760674226	0.704010411501856	1.37966153117907	0.915365362794418	1.45346115544503	1.58260994673672	1.90597411201794	0.113667946516051
AC002985.3	0.458168406622665	0.623568964870403	0.480358895874679	0.563138335167124	0.471547924922564	0.46565115721251	0.489087673452641	0.556249150652389	0.584337463605408	0.499081518981857	0.532445700970866	0.585755304447581	0.603600638913131
AC003002.4	0.784686321458876	0.827897794135466	0.967364520449827	0.782459023144187	0.729147988169227	0.955755548472	0.984648320350726	0.664698522544205	0.88416968877638	0.669907092450247	0.735505868337022	0.71813409676921	0.896900830032763
AC003005.4	1.70492835807053	1.47411121512623	1.53719125941989	1.68624314988206	1.67989366378201	1.42208463934934	1.61514934921942	1.50685027401854	1.516805541619	1.60968005390786	1.55346657225993	1.48338893356755	1.68858437819047
AC003006.7	1.08689954394737	1.33550875084697	1.00134389831448	1.44501046728988	1.22068553426703	1.33495305155554	1.48097848760265	0.902654998631608	1.45906835325525	1.14693652028032	1.06680046998412	0.826854720940036	1.31194099142771
AC003101.1	0.445135220530215	0.392306859803661	0.605811852771059	0.645473416301606	0.479923802160264	0.360645390092979	0.447941965092303	0.646644650990627	0.466167616506171	0.51155124472069	0.489319380712917	0.432336404786288	0.355835458885836
AC004076.7	3.64402352141317	3.77414154734997	3.38636948376871	3.88794076192764	3.83265272861476	3.80468882708794	3.95458692460512	3.42370865276114	3.93777496389175	3.72818090739442	3.59358011043668	3.33247305384408	3.78837561682516
AC004076.9	4.24444724970131	4.18922242753997	4.12941071015643	4.2529610417365	4.40032890459787	4.26998494169057	4.32685794421873	4.28705047091781	4.35808827768159	4.33427995097908	4.25641699622458	4.15383357952015	4.20174630526333
AC004381.6	1.75106031303807	1.81583038911016	1.40641990297862	1.58257180725669	1.8767672531916	1.68384938658876	1.8009816634759	1.63052442212868	1.90490032757578	1.74863213771829	1.73646600382904	1.78246574941023	2.0243202038948
AC004466.1	0.762914149812245	0.836473300519294	0.858326320110325	0.770759973638182	0.819071640395099	0.887507733523307	0.821615669345965	0.919867908009225	0.883012975081545	0.83373177915295	0.849593596364552	0.867788064466045	0.747167729563136
AC004899.1	0.31425866087802	0.322805392895281	0.0763298739269344	0.180931463406571	0.310209622819639	0.475521953605706	0.352605132796741	0.000101624087168795	0.263250636564189	0.283344540190063	0.223006156077211	0.143117597135304	0.271272480253109
AC005003.1	1.49972772164057	1.49034992358189	1.36709285664114	1.12182813292206	1.53624967551184	1.41419884660625	1.51329605144161	1.45644774076862	1.59684786341873	1.38102987047552	1.48894576927581	1.69137111187176	1.81203410750044
AC005082.1	0.454107619898471	0.747177064310107	0.640962918544053	0.91605900073921	0.402124859994588	0.541234853547688	0.52399243736967	0.592914145528429	0.58368612259768	0.556586578938699	0.559146122063067	0.507171783671173	0.508958110893866
AC005609.1	0.202913046364664	0.417857956901828	0.199021533484159	0.124522106125807	0.158048813687599	0.29602871270967	0.105455104030657	0.319989071953061	0.235259564903622	0.254501454447471	0.323114737133143	0.490594467172147	0.272892763649358
AC006116.20	0.155801728575962	0.093168759781083	0.0625224291025103	0.0048418119804908	0.136266146117128	0.105665668066523	0.0850450475309116	0.0811297589937311	0.0729627482929116	0.113527385106956	0.120110799213675	0.164792029445802	0.153387896157801
AC006486.1	0.221079252311086	0.265040325398741	0.336499240546741	0.323941107742985	0.223530802305647	0.342753535087167	0.332321936101925	0.226152955957869	0.295240424331222	0.229639362089156	0.228160716067924	0.166840398894255	0.203731969916549
AC006486.9	0.490156792667041	0.615755973229036	0.620918757310301	0.699559445516555	0.676239623897929	0.646547773242926	0.905825736351585	0.569720561419701	0.942361231498924	0.518162481328881	0.526872273808852	0.404748467596368	0.772872839050834
AC006538.4	2.79930462582441	2.2264315054422	2.44267322764628	2.2563038248891	2.84926850747922	2.05815367820334	2.41646015043195	2.78088532576709	2.4469455252328	2.630254091415	2.63901697339023	2.82695671737996	2.85236107116179
AC006547.14	0.188920168826938	0.205785984485095	0.183259808388245	0.0824506223817212	0.112557006493113	0.133378839413891	0.143280781204555	0.119915557087919	0.139824191905913	0.100247111768639	0.163268926198631	0.263489027500604	0.301805072059386
AC006946.15	1.1522584674742	1.44783058320099	1.03632308790423	1.35428487873021	0.972204198233885	1.12819518109265	1.09063806837283	0.91815743497553	1.09958447210237	1.09038554549804	1.12720232950566	1.18537164489727	1.3764389085887
