SZ_812	SZ_841	SZ_837	SZ_810	SZ_840	SZ_814	SZ_847	SZ_849	SZ_851	SZ_860	SZ_838	SZ_839	SZ_858
ABCD2	5.32284823875604	5.30483060237607	4.99714029799457	5.03969797134596	5.02733501227018	5.30178046129832	4.7491562061738	5.22326840924942	4.56288415391701	5.43908787670117	5.82647846069036	5.04082190253825	4.99798542168266
ABCD3	6.18668600390027	6.07550241362916	6.41340506857485	6.26683134579073	6.13643184054773	6.082347279947	6.07588885510891	6.19867890792884	6.31006905321006	6.18276780586725	6.3177021286468	6.00696672110043	6.43829255652184
ABCD4	4.18431157118204	3.20854228088401	4.67820851322808	4.91453621368438	4.55758646321953	4.64805741692664	4.78324146791183	4.82384000419194	4.23727267262211	4.32365506836134	4.73371862256723	4.33113439061769	3.88122498951238
ABCE1	5.83974485428526	6.2086059474387	6.19895239235927	5.85880814739784	5.91017562142611	5.49895727039121	5.37204777045253	5.96349120238574	5.709335563352	5.97573605402569	6.14280900917111	5.74115421133656	6.1683178973661
ABCF1	4.39280387924249	5.39162651424796	4.62766746356495	4.6259388820698	4.68251094127035	4.48007946966018	4.7020539064797	4.5863706091707	4.60093188556191	4.81792025416978	4.92063630834784	4.67878886327772	4.80708471700038
ABCF2	5.00919664284646	5.31735159605227	5.05655147468445	4.86959890048071	5.12155287643859	4.7791348169305	4.72151091028776	4.97056595511496	5.07315658317264	5.32393024607309	5.25755773722087	5.03728431023997	5.22981947167459
ABCG1	4.39864224626845	4.04190049518375	5.08071025162233	4.71283381952807	4.45775779042995	4.52797943900047	4.93145964422654	4.16643286252838	5.22904823809469	4.49712014635774	4.06415700932516	4.4810006997792	4.94428057531255
ABCG2	5.03728431023997	4.51853534823184	4.52847232731914	4.99652508206594	4.97376595691626	5.71774750597146	4.36855582475327	4.84545536712103	5.27069834256194	4.7488561273287	4.08168025573373	4.70978065051558	5.22673615679896
ABCG4	3.23372398280001	3.15261650769326	3.0645233667096	3.47194626386044	3.45684015693886	3.43845231299342	3.47648082346468	3.58814519106005	2.95302815564161	3.33369725897156	2.92284840050866	4.00717818311692	3.16493579465736
ABCG5	0.263454324421754	0.682197787965973	0.193060603984791	0.310524724739521	0.540691618200554	0.237941526201775	0.357467975644226	0.368433431018548	0.211870939440177	0.268921769560676	0.130624501735515	0.600519593267261	0.206817287060615
ABCG8	0.934204442971183	0.223696502016534	0.85639339211009	1.87653500343638	1.52780835472827	1.2537607392064	1.23532001326957	1.32019663250322	0.721082822021119	0.608730811114599	1.06906691742568	1.70239949991764	0.401667273078498
ABHD1	0.683112064091029	1.26178936293909	0.394686242822451	0.447787450692116	0.488752618806754	0.616775412718965	0.384290626044791	0.625236733201268	0.567045620556409	0.65656959059483	0.33246572269723	0.409244469231213	0.442934858135536
ABHD10	5.15397344398525	5.69349108153895	5.08575333453522	4.85751423435052	4.99030424749674	4.85227496770605	4.55834446868941	5.00726589200512	5.2726836618877	5.68572745353004	5.43698087544326	4.74450198542894	5.73390413126449
ABHD11	2.10772737312207	2.22238265154824	1.88407427686338	1.91784860563713	2.32796854415833	1.88235484432417	1.96343091407747	1.9003296838229	1.9954769994028	2.43038910089956	1.81359870260911	2.02955473878187	2.31525096793982
ABHD12	6.45968424276864	6.95735808803269	6.61607159700515	7.04045384813858	7.00735417899738	6.65130331545262	6.69339408421964	6.64693560698799	6.32975441290876	5.80113767252701	6.65949097591935	6.97164656362972	6.17462119970895
ABHD12B	0.922686549590113	0.937798355127156	0.869146821570005	0.772902261598377	0.819083393631106	0.916934971979764	0.772902261598377	0.525762643180136	1.79653017514507	1.15992356690458	0.897637490536089	1.24170083867315	1.55783833990943
ABHD13	5.00149221581296	4.93906084766299	4.8471788945667	5.13223393644646	4.80172632470405	4.76326589076093	4.83692884148849	5.05126446689743	4.7852628816825	4.89416689503673	4.81417183279101	4.93906084766299	4.97702132891894
ABHD14A	0.263454324421754	0.682197787965973	0.502430055497964	0.547530595413829	0.158768453626893	0.508576758932498	0.357467975644226	0.384901834597027	0.559225756666924	0.528447288751516	0.379456494640544	0.674118228650652	0.710888400287686
ABHD14B	0.572120012889679	3.96881556473277	0.483506410609734	0.480763282791474	0.626801724844521	0.84222654500087	0.33246572269723	0.820024575156611	0.732938626760848	0.804872462565904	0.931410468599712	0.777640034786287	0.551736937619687
ABHD15	2.06557262750575	1.98465668990811	2.53239260337405	1.36471706799749	1.68717550236969	1.47944334849704	1.32398559732216	1.86591601789161	1.76864910627306	1.99915981941062	1.48412231390525	1.51409803246197	2.06557262750575
ABHD17A	5.79496930370197	5.38070004466369	5.52554102847381	5.76976038908458	5.93168975947103	5.8696206959859	5.79537029676282	5.68583988407727	5.75587582678802	5.92377591154852	5.6947939904088	6.18983396686832	5.71192949200286
ABHD17B	5.42079865926359	5.52791141243225	6.12161369646189	5.90324243156758	5.70873051910331	5.40199128292591	5.72331812259168	5.564421755358	5.72642986255335	5.16745358915961	5.31229256259558	5.61495362333152	5.88443518349053
ABHD17C	4.81216479594758	3.89112260478373	4.27821143797403	5.03484611055256	4.63248882830927	5.06376529744924	5.02580658707646	4.99864375226307	4.6784986882529	3.97089437913816	4.71784809077974	5.06585600535428	4.37430946162895
ABHD2	7.98195674364952	7.78409960487751	7.66541855786298	7.95878656707211	7.96998466786545	8.15690631611486	8.30579735968497	8.07278118065349	7.64758316085237	8.13921848324007	8.01200835185923	8.09559767542302	7.77181024872185
ABHD3	3.96142143994977	2.89885375385499	4.21339018976249	4.87943837377912	3.75661890615548	3.69700782808978	5.18443711118018	3.91219343639683	3.71292103176143	3.7341006977752	3.55147751055485	4.24597788032698	3.7636107263463
ABHD4	3.05571076390023	2.6664074027392	3.38941527885529	3.34026178423273	3.25174433729441	3.39036836664578	3.22751725858617	3.38493090392858	2.94990722528719	2.8160638435148	3.05892097319447	2.94906233780106	2.53350156231344
ABHD5	4.55351120648412	4.02882822304029	4.51987105268204	4.72943731039625	4.70095280602984	4.59576574703595	4.71011916393326	4.67575148962268	4.83532698222881	4.68545327494899	4.61194100047208	4.60362621187245	4.86606267166989
ABHD6	5.89603261084183	5.73835106061909	6.14094629659749	6.19986078754235	6.14162338608544	6.14880374749935	6.2733394692497	6.0199251509229	5.82508368787188	5.67307866609009	5.89538938068492	6.42396523113554	6.03058585971298
ABHD8	4.93959603191138	5.28787546771417	4.68938772714726	4.87470034585253	4.99361053223966	5.22132011514498	4.90017622138859	4.76784815381255	4.76299578444749	4.67575148962268	4.86109024358456	5.27705758016698	4.85000047615845
ABI1	7.61807075261832	7.82729680707258	7.63941983953137	7.66236925452683	7.74584265792548	7.55746866303941	7.59542297377361	7.7989147924779	7.39496657393939	7.1462360034551	7.98768070204976	7.64532001134741	7.29589588147117
ABI2	8.50791723841097	8.88117778199785	8.15466149921546	8.35606117907581	8.31607035743882	8.43461490641375	8.26484176862474	8.34586322995243	8.52726192587857	8.73372258666699	8.45450123361617	8.34731829846237	8.71008279031966
ABI3	1.3836978300763	1.45733800214303	2.26593269555015	1.25327007118895	0.960214548157342	1.52836828164118	1.19878039648054	1.88474407769379	2.35045526839196	1.35022421419202	2.29853421782877	0.495009285429603	1.49006323251968
ABI3BP	4.60374004795053	4.98745315851058	4.89805425288534	4.135173633407	4.03723811318082	3.58380042724521	4.07442156499202	4.05298194656904	5.06299341243259	3.69150189970646	3.84359184489419	3.5242571327732	4.1519624010357
ABL1	6.37794408751359	5.75157073746567	6.3271697002984	6.51288769878598	6.35055178100731	6.58757798184745	6.74750947823148	6.43466207279262	6.23764137155972	5.97457422404173	6.27120574418346	6.60804053196704	6.05659157678874
ABL2	7.19061646221987	7.35477630434814	7.31693442974507	7.33826498323607	7.53862195242172	7.06944343197363	7.2461625288887	7.42185539169799	6.8036098525528	6.81336331489512	7.219336555241	7.45668068881808	6.73135475011149
ABLIM1	8.09941529880182	7.57213088226338	7.95878656707211	7.94726067184697	7.79438241364305	8.09491827665562	7.87260229191678	8.17612447112052	8.26484176862474	8.09068919212768	8.44069216945622	7.67989891046719	7.71066091424645
ABLIM2	5.97655198529867	5.16180411699713	5.2850134632069	6.1263390628485	6.13520584993458	6.50845051905699	6.24444328259243	5.93923818780492	6.1610359488824	6.39185499893585	5.45501844180283	6.28331066947573	5.60245380230161
ABLIM3	6.06783902445542	5.16180411699713	5.4130282304775	6.10598710564944	5.7362360769227	6.21841276457926	6.71039350653061	6.08973582367279	4.66681157204462	5.38597792440994	5.86727577809198	5.78614117182605	4.90631351343841
ABR	8.83812098160104	8.5263472913019	8.05301141036113	8.46820549965752	8.41657311265969	8.88117778199785	8.48861912884857	8.46002669087231	8.84538539698171	8.89097940512327	8.413953920246	8.54348145179076	8.73941869121171
ABRACL	2.94775895917544	2.75119359147601	3.12549753132934	2.81825343863534	3.24738461673663	3.23654907571089	3.08960172064602	3.12122321130715	3.39077223607727	3.01455406586166	3.03048318633732	3.62381739653166	3.87170595033636
ABT1	2.65891190131871	2.22238265154824	2.60362282518337	2.5519544217541	2.78860183651587	2.46751049681065	2.11776841747971	2.61339039296862	2.69922441872889	2.82152562194737	2.70777446908115	2.61390087067311	2.88326258863753
ABTB1	4.36875697917606	4.39741224532011	4.18501550372723	4.38297241793256	4.62666340467181	4.69418830527415	4.50695887329138	4.24686087050527	4.0171431067358	3.85684850775473	4.67301953310789	4.85378169549329	3.80295149595264
ABTB2	3.49259623421366	3.89112260478373	4.17678876435701	5.1183848295701	4.53381802784182	3.98390285238936	5.45536989002146	3.67362685676051	4.52568501368299	3.27468210141854	3.85037380078421	4.01810554136991	3.83425145565061
AC002310.13	2.16091924629735	1.79822222043367	1.97278916330615	2.72114621971872	2.52841800252465	2.37450832674144	2.91454781215329	2.44070531850763	1.57533068883598	1.65476803724472	1.84077982450097	2.81113324761021	1.63815963519939
AC002365.1	0.0945573584891735	0.0673316751189878	0.0594130479296463	0.164620412065349	0.272157911641997	0.399174446139791	0.33246572269723	0.293086875830255	0.160213755277603	0.034010647422165	0.0549614175112866	0.272157911641997	0.034010647422165
AC002398.9	0.572120012889679	0.937798355127156	0.823859706749096	0.565415690993287	0.504447998175997	0.545790342003802	0.642261234445105	0.43891081447716	0.586358675768538	0.804872462565904	0.841344271710263	0.709406974258983	0.918561267139481
AC002472.1	1.10008639051914	0.223696502016534	0.679372200918689	1.58194450203666	1.08554446301713	1.40220513809446	1.55602824245046	1.35022421419202	0.85639339211009	1.28280888971551	1.05206825837995	1.61452937001367	0.721082822021119
AC002472.13	0.608167185093302	0.540691618200554	0.679372200918689	0.583221973092756	0.376770907112221	1.17308402786657	0.642261234445105	0.488752618806754	0.703383296815398	0.753530232952299	0.477443282724495	0.528447288751516	2.01208153005711
AC002985.3	0.420949971013894	3.64091805906981	0.413507981010011	0.85639339211009	0.721082822021119	0.731476716066286	0.75440833771322	0.259597900448372	0.301927670987858	0.268921769560676	0.440561995631614	0.965378954558475	0.272157911641997
AC003002.4	0.583221973092756	0.540691618200554	0.520954927612231	1.22401723024337	1.06652570227328	1.13946285244066	1.01426670628437	0.699344698693447	0.509990997901821	0.579343346624188	0.422492378572281	1.57886663699297	0.784755179134885
AC003005.4	1.74040774101993	1.72173297733686	1.47841501518363	1.80270345400638	1.71121090972612	1.7908097842034	1.79150997029983	1.8731274472816	1.41782472453346	1.65476803724472	1.47081787229435	1.81628121285364	1.54769298061333
AC003006.7	1.12831189333454	2.93680447580313	1.17346260310834	1.53570665623049	1.71488950274189	1.49108528781913	1.5697085582649	1.34045004836527	1.08819898324677	0.634696452010122	0.916934971979764	1.39396199119762	0.686715265629764
AC003101.1	0.263454324421754	0.386690205220487	0.699344698693447	0.363128614157991	0.289482348917625	0.439508905036844	0.384290626044791	0.45492069971553	0.261913439238777	0.174571393793027	0.755110233622191	0.130624501735515	0.337142222547433
AC004017.1	0.0488121210120276	0.0673316751189878	0.193060603984791	0.0549614175112866	0.243050419786541	0.086051527984935	0.220098275803815	0.0842490984390515	0.034010647422165	0.0875555950997889	0.130624501735515	0.495009285429603	0.174571393793027
AC004076.7	3.86496545306699	3.03297916742176	3.54423394440719	4.32075838185262	4.09890618844613	4.19521272441458	4.35866658131739	4.03903061015095	3.83401692479222	3.82440877428201	3.70986103490408	4.36005513217112	3.49526920750394
AC004076.9	4.23501089703226	4.07201930859281	4.08953885238399	4.70077589021056	4.47153248597252	4.91946111696877	4.77223967427512	4.59389200054639	4.12413403589678	4.16109766668507	4.52815212845463	4.62380953038567	4.23655573878237
AC004381.6	1.86545851763476	2.05167102022478	1.82683567871	1.41128528625702	1.83147908617092	1.77461047939062	1.68691929011988	1.92096277585907	1.87897185100616	2.29499720319088	2.14649860976947	1.55247769925243	2.10179917611617
AC004466.1	0.888313884367225	1.05168761780541	0.970417237910597	0.515609125749353	0.886720190033581	0.916934971979764	0.988762087008527	0.918561267139481	0.525762643180136	0.417418147991762	0.897637490536089	0.916934971979764	0.378069658981002
AC004899.1	0.493277621036724	0.812601800269085	0.0126954235451963	0.515609125749353	0.243050419786541	0.784755179134885	0.160213755277603	0.600519593267261	0.243050419786541	0.221716701660061	0.263454324421754	0.0893161672685204	0.378069658981002
AC005003.1	1.64293733504094	0.682197787965973	1.68691929011988	1.76006826841301	2.0740055305052	1.59987680983989	1.65697926186113	1.9381093734273	1.06354744215353	1.42718795191582	1.51558763992585	2.12415329359965	1.3391597494785
AC005082.1	0.526768031247527	0.682197787965973	0.452020789546288	1.05719144982267	0.476115349671197	0.352538939063468	0.918561267139481	0.488752618806754	0.439508905036844	0.439508905036844	0.596248212693753	0.674118228650652	0.337142222547433
AC005609.1	0.337142222547433	0.223696502016534	0.355968992662497	0.164620412065349	0.158768453626893	0.399174446139791	0.268921769560676	0.160213755277603	0.193060603984791	0.0565073904859278	0.0795919821804358	0.528447288751516	0.034010647422165
AC006116.20	0.164620412065349	3.00322124335374	0.193060603984791	0.125564675177874	0.210438032041286	0.286674172251797	0.193060603984791	0.0842490984390515	0.0565073904859278	0.0565073904859278	0.241487838143272	0.0149643545297055	0.125564675177874
AC006486.1	0.164620412065349	1.05168761780541	0.0594130479296463	0.223696502016534	0.210438032041286	0.286674172251797	0.243050419786541	0.368433431018548	0.211870939440177	0.0875555950997889	0.379456494640544	0.368433431018548	0.240130898124913
AC006486.9	0.353097273880391	0.223696502016534	0.713133671388433	0.565415690993287	0.540691618200554	0.508576758932498	0.772902261598377	0.793955952995665	0.509990997901821	0.453877508358534	0.520954927612231	0.892913878243139	0.518123818388899
AC006538.4	2.83113501179816	1.98465668990811	2.18365548366156	3.03849802843844	3.14576544701593	2.73321709011426	2.87552673372261	3.26113413910467	2.02898455593625	2.72440201607243	2.81984270367426	3.7290723253783	2.05061874692938
AC006547.14	0.0594130479296463	0.540691618200554	0.263454324421754	0.185029914619804	0.306577037709956	0.183374072404118	0.193060603984791	0.160213755277603	0.107652631134277	0.158768453626893	0.355968992662497	0.0893161672685204	0.107652631134277
AC006946.15	1.29294904839086	1.05168761780541	0.920058915400242	1.95643101442328	1.77520261800736	1.83058802063409	1.41841570117778	1.65770455923793	1.1175034194608	1.22948383864035	1.58079382723451	2.02955473878187	0.682197787965973
AC007040.11	2.53148303468218	1.79822222043367	1.74327404455257	3.15163391063084	3.04370983872057	2.81059600918571	3.50974561613165	3.24110585383719	1.93988455348432	2.37586161643202	2.43053109263385	2.54085302040945	1.9979786032667
