SZ_812	SZ_841	SZ_837	SZ_810	SZ_840	SZ_814	SZ_847	SZ_849	SZ_851	SZ_860	SZ_838	SZ_839	SZ_858
AC003002.4	0.760362431496919	0.860789762830694	0.716678664625236	0.758694422294943	0.933320389950686	0.868059418267483	0.839755709072419	0.676716747635638	0.57119094834779	0.714862277056712	0.495405506538456	1.20207995355431	1.26601801639552
AC003005.4	1.77680507617622	1.67371752333545	1.61558508744151	1.7023223644435	1.64024293672709	1.68384481475385	1.58423942970308	1.75460411780985	1.61131097731853	1.65728371673005	1.55788011122494	1.78631916545961	1.77314680547357
AC003006.7	1.18446200265482	1.3805215167309	1.51383772340209	1.22298619411541	1.41294563010052	1.4197826952069	1.49907648593698	1.23894729894756	1.36823703367248	1.30854890287967	1.20701129942437	1.44352712581323	1.41104278084678
AC003101.1	0.291141593954294	0.371163656258207	0.523446004012472	0.504446012885629	0.295596673080142	0.456770509554271	0.477736798974901	0.318867114377232	0.441399846559788	0.363242718948314	0.524832230660678	0.0903066428016803	0.281232411077802
AC004017.1	0.0666224883068477	0.169073942865466	0.144166737406534	0.0217457556036949	0.288355822661178	0.0532316145337393	0.20723892954804	0.0787218140826012	0.105880824363349	0.149600871790529	0.0325974531868702	0.36377654925211	0.238373759520574
AC004076.7	3.90775160636411	3.90493710259879	3.82313635699463	3.85996130079936	3.89061362889659	3.85836888486473	3.88231839674425	3.95568481165185	3.89937050655934	3.8849336655769	3.84572506983209	4.01019954946483	3.9553632443835
AC004076.9	4.35003906810413	4.45282776005433	4.22526410113011	4.44707853854544	4.29805231937015	4.66043694244966	4.4728760932693	4.36549899274901	4.4143771201899	4.32179326442696	4.51546886045545	4.37673168262406	4.62777458281846
AC004381.6	1.90386511281361	1.87742618184679	1.69986136986488	1.75014854640407	1.94979576250307	1.91094370528625	1.83654716850164	1.82916465083474	1.94913125232002	1.94797018715465	2.10757017569887	1.83776110712397	1.74378145334961
AC004466.1	0.77741686657545	0.793904118027584	0.926290639514064	0.573511589769692	0.854889904165332	0.890537112987018	0.799331929549895	0.758349366429603	0.889206990761585	0.835924331838522	0.734585138532699	0.824881809194361	0.613999497316885
AC004899.1	0.57848481567398	0.361385610930022	0.13718246275975	0.4826915226302	0.0877777165676858	0.758533890957183	0.172051924977042	0.477688460446449	0.330605554489227	0.283333145054401	0.410192512622503	0.239966777264615	0.498435795811467
