MEblack	MEblue	MEbrown	MEcyan	MEdarkgreen	MEdarkgrey	MEdarkred	MEdarkturquoise	MEgreen	MEgreenyellow	MEgrey	MEgrey60	MElightcyan	MElightgreen	MElightyellow	MEmagenta	MEmidnightblue	MEpink	MEpurple	MEred	MEroyalblue	MEsalmon	MEtan	MEturquoise	MEyellow	Rows	Class
12	-0.0187345747869685	-0.212130634457484	0.149420796373273	-0.152269394108214	-0.134423954736166	-0.105247580239152	0.00771309582531121	-0.158082460402509	-0.0872705139222829	-0.0636279176290935	-0.0284977426415287	0.12619335634006	0.0290425442770798	0.0543476215706211	0.190967567721301	0.0567087336254768	0.114881372630313	0.045905550679185	-0.0986035717338226	0.121902437817335	0.21210235367468	-0.159285275282564	-0.0657448484522333	0.137953579806479	-0.129225190631722	CTL_877	Class1
13	-0.00957657222998295	0.183795991725851	-0.211978753413225	0.0149238380409006	0.0438364736605124	-0.121499661871968	-0.000721418189143247	0.195383073270903	0.0987129664061527	0.139397339590501	0.0994882511718298	-0.0542459930568988	0.0899343687901193	0.0723304329841662	-0.202636963267331	-0.114124696156837	0.0558493446689176	-0.0197135128452731	0.0228066024692606	0.105781523147775	-0.120083459846982	0.165368440713948	0.0629994312855722	-0.136020758506665	0.0831555392403628	CTL_883	Class1
14	0.237933489837769	-0.145980863050181	0.257404085692137	-0.0284848864639702	-0.075567504661445	-0.0253210838143435	0.217245224159705	-0.211879607861908	-0.270042480460814	-0.287929977095342	-0.0508467276995201	0.362616974675755	-0.161131890969451	-0.223677771685276	0.154824498677916	0.129559348920704	-0.0392972165373129	0.0485017938517456	0.100575689595007	0.149265414928986	0.187114582402718	-0.211202195267726	-0.122880848413531	0.269915956140804	-0.171263656393201	SZ_861	Class2
15	-0.0613427153313992	0.0415437050313786	0.013221629451338	0.130587971539857	-0.060502459006086	0.0317878354315735	-0.226286968155234	0.146683625260843	0.165587392786235	-0.152745794422734	0.117302474745517	-0.228551697291501	0.163202749072022	0.0590859776374698	0.0354155037000746	-0.051305890861461	-0.127916080449542	-0.130344569416355	-0.225302070276192	-0.104436278078401	-0.0315095692552442	-0.0705560821864007	-0.156045141045656	0.0796045845465375	-0.0553458187980583	SZ_867	Class2
16	0.010498926276594	0.0494937924462854	-0.101480433554887	0.0259350038583375	-0.190943832224386	-0.0802121633340092	0.0201733677505087	-0.132618686492977	0.087657715955817	0.135604761677976	0.00753631360634981	-0.0472155943596696	-0.0333167965238948	-0.0956228726502518	-0.172595866279752	0.0599544784751154	0.120859305328353	-0.0505988008936449	0.197129907250899	-0.242227626621859	-0.222580354317691	0.0479312221784909	0.0803524177602938	-0.0979869923966135	0.210418669073357	SZ_862	Class2
17	-0.415327226550983	-0.0892985872695793	-0.399992643784204	0.404388241309805	0.061367492985085	0.150427797693629	0.031444718085966	0.43112122752924	0.391661693043939	0.372672577836588	-0.569217814105504	-0.172192041364576	0.342580411902443	0.495748349640073	-0.159493542556309	-0.474477114271464	-0.2535016777303	0.496380283570863	0.274100843432277	-0.39797760816201	0.165644150237845	0.509598952703418	0.265359090829113	-0.285697807728568	0.500941464872814	SZ_865	Class2
18	-0.15443651518224	0.282073279391795	0.0733466054538459	-0.377324297191527	-0.0668956762010873	0.153165148571382	-0.284765873141248	-0.318729880524903	0.0490765045535845	0.0273390233138824	0.478315017231537	-0.286091627711764	0.212868840257865	-0.178222703398008	0.123880587778734	0.32479631850337	0.138278041479833	-0.394754361547211	-0.354158381671842	0.161681622046718	-0.23241545716998	-0.140311112760223	-0.143258412221042	-0.193505211109832	-0.182218612092179	SZ_866	Class2
19	0.238517496140452	-0.199500699031044	0.0127833664595057	0.209838911019568	-0.325385209603529	-0.341750255641446	0.20405518885766	0.0858411203974575	-0.087781554026106	0.00948525457554483	-0.0967571063956409	0.284488209147973	-0.175708051912831	-0.140832713244677	-0.26045633852715	-0.178013416674851	-0.0304346940243782	0.231945970302958	0.251016616499737	-0.00573098821911293	0.0873507452557449	-0.063288182566157	0.063879240804721	0.290781309322232	0.0651396286698285	SZ_868	Class2
20	0.0425552122777527	-0.208812507529427	0.360597812157179	-0.155393198323009	-0.158949649087875	-0.0255056081126766	-0.0374438807015909	-0.40062890753125	-0.173164217938304	-0.251173342128489	0.0950815583987303	0.135731383196401	0.220039737855471	-0.247342212554679	0.371992418153825	0.283447872273661	-0.0721620557801432	-0.15197133072699	-0.286517116378196	0.170938067265846	0.328081600695219	-0.400221893721291	-0.265504566792218	0.244646156224913	-0.375031874802011	SZ_869	Class2
21	0.0194535697624255	-0.02586009462745	0.0397126339879047	-0.0703131482235621	0.396598734461514	0.147142689666581	0.123969861080773	0.126872899252586	-0.107967360628057	-0.0399801290442675	-0.163299519352341	0.0296726866087409	-0.237998429058487	0.20512665237545	-0.123124379362795	-0.0270074968628292	0.0903551909316253	0.0574728998343333	0.111252037608285	0.0415509915439002	0.0294784012911811	0.120698612588495	0.11374516242453	-0.0513294131389581	-0.0110672468962066	SZ_871	Class2
22	-0.0836548335998953	0.0786079809865283	-0.00742505112940367	-0.160494208854662	-0.0167295075895803	0.119784705447729	-0.119271675268761	-0.142257969739783	0.0832303119463512	0.120830171383461	0.167657432254995	-0.128064125971698	0.2289547156161	-0.138778153665959	0.152957406216666	0.135167785026916	-0.0169450964683411	-0.188253604085548	-0.179794866705191	0.0494866872851139	-0.0653091336734587	-0.0751765545830917	-0.0237356959402594	-0.139251306178561	-0.0683366943579687	SZ_873	Class2
23	0.204769753640983	-0.0439514260091334	-0.0239014326388582	0.109777696951298	-0.30396693019077	-0.244297741111487	0.0557270729366534	-0.0470476208397831	-0.0600567713278561	-0.125663016393341	0.112462840471649	0.163923327858897	-0.23601069030732	-0.158289493428457	0.0665621857948238	-0.0456109797917014	-0.0179233526431811	0.0294600245178474	0.146172180184004	-0.0225109347382657	-0.146761438231332	-0.102452965769501	-0.105838332404156	0.227891820751463	0.0772094257922012	SZ_872	Class2
24	-0.251652955234637	0.257759048255694	-0.174217469427559	0.145584172457277	0.328360278565405	0.480039644387431	-0.137655020836498	0.218774105098265	0.247517000033061	-0.0615274385519336	-0.0090990719843258	-0.382377262715029	0.185577235665737	0.0782652233552795	0.205004387602127	-0.0560859764325956	-0.230953596844819	-0.143566922959193	-0.0400259691543566	-0.21764033925967	-0.215643095425867	0.223471158890632	0.0290967448537766	-0.239718578797481	0.182302753628925	SZ_863	Class2
25	0.305623071976431	0.320666116153736	0.23625044946453	-0.291351363152331	0.230985572798238	0.250218073935511	0.336784548426881	-0.252367627965825	-0.31761500806194	-0.325992411559512	0.0643418234018993	0.0819639674671776	-0.245735858010489	-0.413827845523507	-0.112276579531485	0.407667065492918	0.33224165859645	-0.333889181640372	0.21088607730166	0.260327917583023	-0.284864550750841	0.000982599140418578	0.234299735764492	-0.157612172354016	-0.152878142845758	SZ_864	Class2
26	0.0231468318164153	0.264447124124595	0.180860357867097	-0.155244464827387	0.231445735493224	0.364880497689831	0.226344936448114	-0.145988541640359	-0.133839090191988	-0.199435643747428	-0.160662636687396	-0.107272330061164	0.0934550359289606	-0.225589289304174	-0.0776883390682427	0.306590858420443	0.225404590846255	-0.207577741994633	0.104462263734998	0.0874899283212978	-0.0816643929193202	0.120668972241675	0.320586651406286	-0.292934797055771	-0.0780399003145335	SZ_870	Class2
